"zipcode","cases","population","rate"
"94022","195","19378","1006"
"94024","223","23961","931"
"94040","729","35845","2034"
"94041","262","14394","1820"
"94043","440","31488","1397"
"94085","529","23612","2240"
"94086","805","49630","1622"
"94087","540","57219","944"
"94089","488","22313","2187"
"94301","219","17191","1274"
"94304","65","3902","1666"
"94305","49","15730","312"
"94306","270","27549","980"
"95002","104","2146","4846"
"95008","974","46513","2094"
"95013","0","77","0"
"95014","349","62430","559"
"95020","3805","63852","5959"
"95030","214","13288","1610"
"95032","346","26281","1317"
"95035","1562","77562","2014"
"95037","1654","51652","3202"
"95046","299","6025","4963"
"95050","967","39452","2451"
"95051","908","58123","1562"
"95053","0","3678","0"
"95054","506","24264","2085"
"95070","285","31308","910"
"95110","1173","20203","5806"
"95111","3594","62392","5760"
"95112","2392","61060","3917"
"95113","117","1939","6034"
"95116","3404","56481","6027"
"95117","1077","29592","3639"
"95118","744","32560","2285"
"95119","257","10472","2454"
"95120","404","37774","1070"
"95121","1576","38102","4136"
"95122","4140","57780","7165"
"95123","2057","67186","3062"
"95124","721","51170","1409"
"95125","1358","53574","2535"
"95126","1194","35988","3318"
"95127","3625","65686","5519"
"95128","1163","37665","3088"
"95129","503","39828","1263"
"95130","221","14863","1487"
"95131","694","31170","2226"
"95132","938","41844","2242"
"95133","968","28726","3370"
"95134","431","27224","1583"
"95135","276","22358","1234"
"95136","1548","47599","3252"
"95138","486","20766","2340"
"95139","157","7293","2153"
"95140","0","115","0"
"95148","1519","48854","3109"
