"zipcode","cases","population","rate"
"94022","346","19378","1786"
"94024","373","23961","1557"
"94040","1133","35845","3161"
"94041","487","14394","3383"
"94043","817","31488","2595"
"94085","982","23612","4159"
"94086","1561","49630","3145"
"94087","1107","57219","1935"
"94089","877","22313","3930"
"94301","389","17191","2263"
"94304","114","3902","2922"
"94305","122","15730","776"
"94306","485","27549","1760"
"95002","157","2146","7316"
"95008","1673","46513","3597"
"95013","0","77","0"
"95014","710","62430","1137"
"95020","6363","63852","9965"
"95030","314","13288","2363"
"95032","635","26281","2416"
"95035","2970","77562","3829"
"95037","2886","51652","5587"
"95046","537","6025","8913"
"95050","1682","39452","4263"
"95051","1726","58123","2970"
"95053","0","3678","0"
"95054","931","24264","3837"
"95070","506","31308","1616"
"95110","1966","20203","9731"
"95111","6041","62392","9682"
"95112","4101","61060","6716"
"95113","225","1939","11604"
"95116","5932","56481","10503"
"95117","2015","29592","6809"
"95118","1413","32560","4340"
"95119","499","10472","4765"
"95120","738","37774","1954"
"95121","2923","38102","7672"
"95122","7086","57780","12264"
"95123","3908","67186","5817"
"95124","1424","51170","2783"
"95125","2479","53574","4627"
"95126","1982","35988","5507"
"95127","6284","65686","9567"
"95128","2166","37665","5751"
"95129","894","39828","2245"
"95130","438","14863","2947"
"95131","1265","31170","4058"
"95132","1691","41844","4041"
"95133","1772","28726","6169"
"95134","723","27224","2656"
"95135","551","22358","2464"
"95136","2707","47599","5687"
"95138","852","20766","4103"
"95139","292","7293","4004"
"95140","0","115","0"
"95148","2790","48854","5711"
