"zipcode","cases","population","rate"
"94022","1052","19378","5429"
"94024","1229","23961","5129"
"94040","2641","35845","7368"
"94041","1092","14394","7586"
"94043","2121","31488","6736"
"94085","2163","23612","9161"
"94086","3520","49630","7092"
"94087","3419","57219","5975"
"94089","2084","22313","9340"
"94301","1030","17191","5992"
"94304","254","3902","6509"
"94305","848","15730","5391"
"94306","1460","27549","5300"
"95002","322","2146","15005"
"95008","4405","46513","9470"
"95013","0","77","0"
"95014","2688","62430","4306"
"95020","11268","63852","17647"
"95030","992","13288","7465"
"95032","1959","26281","7454"
"95035","7117","77562","9176"
"95037","6600","51652","12778"
"95046","979","6025","16249"
"95050","4065","39452","10304"
"95051","4765","58123","8198"
"95053","82","3678","2229"
"95054","2346","24264","9669"
"95070","1659","31308","5299"
"95110","3769","20203","18656"
"95111","11156","62392","17880"
"95112","8607","61060","14096"
"95113","595","1939","30686"
"95116","10214","56481","18084"
"95117","4001","29592","13521"
"95118","3560","32560","10934"
"95119","1411","10472","13474"
"95120","2700","37774","7148"
"95121","5665","38102","14868"
"95122","11640","57780","20145"
"95123","8907","67186","13257"
"95124","4113","51170","8038"
"95125","6284","53574","11730"
"95126","4705","35988","13074"
"95127","11496","65686","17501"
"95128","4578","37665","12155"
"95129","2498","39828","6272"
"95130","1126","14863","7576"
"95131","2881","31170","9243"
"95132","3986","41844","9526"
"95133","3664","28726","12755"
"95134","2261","27224","8305"
"95135","1455","22358","6508"
"95136","6150","47599","12920"
"95138","2072","20766","9978"
"95139","697","7293","9557"
"95140","18","115","15652"
"95148","6264","48854","12822"
