"zipcode","cases","population","rate"
"94022","383","19378","1976"
"94024","435","23961","1815"
"94040","1254","35845","3498"
"94041","552","14394","3835"
"94043","932","31488","2960"
"94085","1105","23612","4680"
"94086","1738","49630","3502"
"94087","1234","57219","2157"
"94089","955","22313","4280"
"94301","415","17191","2414"
"94304","115","3902","2947"
"94305","138","15730","877"
"94306","551","27549","2000"
"95002","176","2146","8201"
"95008","1844","46513","3964"
"95013","0","77","0"
"95014","800","62430","1281"
"95020","6989","63852","10946"
"95030","352","13288","2649"
"95032","728","26281","2770"
"95035","3291","77562","4243"
"95037","3257","51652","6306"
"95046","587","6025","9743"
"95050","1913","39452","4849"
"95051","1930","58123","3321"
"95053","0","3678","0"
"95054","1015","24264","4183"
"95070","564","31308","1801"
"95110","2108","20203","10434"
"95111","6577","62392","10541"
"95112","4500","61060","7370"
"95113","254","1939","13100"
"95116","6452","56481","11423"
"95117","2198","29592","7428"
"95118","1528","32560","4693"
"95119","548","10472","5233"
"95120","814","37774","2155"
"95121","3179","38102","8343"
"95122","7741","57780","13397"
"95123","4264","67186","6347"
"95124","1598","51170","3123"
"95125","2778","53574","5185"
"95126","2201","35988","6116"
"95127","6871","65686","10460"
"95128","2367","37665","6284"
"95129","953","39828","2393"
"95130","472","14863","3176"
"95131","1376","31170","4415"
"95132","1878","41844","4488"
"95133","2024","28726","7046"
"95134","813","27224","2986"
"95135","586","22358","2621"
"95136","2942","47599","6181"
"95138","933","20766","4493"
"95139","311","7293","4264"
"95140","11","115","9565"
"95148","3106","48854","6358"
