"zipcode","cases","population","rate"
"94022","1883","19378","9717"
"94024","2164","23961","9031"
"94040","4306","35845","12013"
"94041","1768","14394","12283"
"94043","3574","31488","11350"
"94085","3370","23612","14272"
"94086","5813","49630","11713"
"94087","5984","57219","10458"
"94089","3264","22313","14628"
"94301","1825","17191","10616"
"94304","522","3902","13378"
"94305","1953","15730","12416"
"94306","2744","27549","9960"
"95002","456","2146","21249"
"95008","7004","46513","15058"
"95013","0","77","0"
"95014","5103","62430","8174"
"95020","15780","63852","24713"
"95030","1527","13288","11492"
"95032","3317","26281","12621"
"95035","11616","77562","14976"
"95037","10081","51652","19517"
"95046","1477","6025","24515"
"95050","6645","39452","16843"
"95051","8124","58123","13977"
"95053","176","3678","4785"
"95054","3905","24264","16094"
"95070","2950","31308","9423"
"95110","5500","20203","27224"
"95111","16363","62392","26226"
"95112","12775","61060","20922"
"95113","843","1939","43476"
"95116","14260","56481","25247"
"95117","5951","29592","20110"
"95118","5840","32560","17936"
"95119","2095","10472","20006"
"95120","4671","37774","12366"
"95121","8672","38102","22760"
"95122","15931","57780","27572"
"95123","13369","67186","19898"
"95124","6955","51170","13592"
"95125","9434","53574","17609"
"95126","7143","35988","19848"
"95127","16375","65686","24929"
"95128","7049","37665","18715"
"95129","4358","39828","10942"
"95130","1806","14863","12151"
"95131","4734","31170","15188"
"95132","6380","41844","15247"
"95133","5496","28726","19132"
"95134","3845","27224","14124"
"95135","2404","22358","10752"
"95136","9281","47599","19498"
"95138","3163","20766","15232"
"95139","1164","7293","15961"
"95140","32","115","27826"
"95148","9602","48854","19654"
