"zipcode","cases","population","rate"
"94022","153","19378","790"
"94024","131","23961","547"
"94040","497","35845","1387"
"94041","187","14394","1299"
"94043","325","31488","1032"
"94085","386","23612","1635"
"94086","564","49630","1136"
"94087","325","57219","568"
"94089","300","22313","1345"
"94301","154","17191","896"
"94304","36","3902","923"
"94305","44","15730","280"
"94306","187","27549","679"
"95002","63","2146","2936"
"95008","628","46513","1350"
"95013","0","77","0"
"95014","245","62430","392"
"95020","2473","63852","3873"
"95030","131","13288","986"
"95032","247","26281","940"
"95035","953","77562","1229"
"95037","1065","51652","2062"
"95046","191","6025","3170"
"95050","677","39452","1716"
"95051","626","58123","1077"
"95053","0","3678","0"
"95054","341","24264","1405"
"95070","201","31308","642"
"95110","822","20203","4069"
"95111","2309","62392","3701"
"95112","1566","61060","2565"
"95113","83","1939","4281"
"95116","2347","56481","4155"
"95117","765","29592","2585"
"95118","500","32560","1536"
"95119","133","10472","1270"
"95120","294","37774","778"
"95121","869","38102","2281"
"95122","2683","57780","4643"
"95123","1325","67186","1972"
"95124","463","51170","905"
"95125","912","53574","1702"
"95126","832","35988","2312"
"95127","2367","65686","3604"
"95128","689","37665","1829"
"95129","281","39828","706"
"95130","138","14863","928"
"95131","412","31170","1322"
"95132","569","41844","1360"
"95133","617","28726","2148"
"95134","283","27224","1040"
"95135","162","22358","725"
"95136","1042","47599","2189"
"95138","322","20766","1551"
"95139","115","7293","1577"
"95140","0","115","0"
"95148","907","48854","1857"
