"zipcode","cases","population","rate"
"94022","53","19378","274"
"94024","45","23961","188"
"94040","97","35845","271"
"94041","55","14394","382"
"94043","86","31488","273"
"94085","139","23612","589"
"94086","169","49630","341"
"94087","131","57219","229"
"94089","92","22313","412"
"94301","57","17191","332"
"94304","19","3902","487"
"94305","11","15730","70"
"94306","62","27549","225"
"95002","21","2146","979"
"95008","198","46513","426"
"95013","0","77","0"
"95014","79","62430","127"
"95020","667","63852","1045"
"95030","36","13288","271"
"95032","53","26281","202"
"95035","297","77562","383"
"95037","304","51652","589"
"95046","54","6025","896"
"95050","207","39452","525"
"95051","216","58123","372"
"95053","0","3678","0"
"95054","149","24264","614"
"95070","57","31308","182"
"95110","254","20203","1257"
"95111","735","62392","1178"
"95112","510","61060","835"
"95113","38","1939","1960"
"95116","865","56481","1531"
"95117","276","29592","933"
"95118","157","32560","482"
"95119","39","10472","372"
"95120","118","37774","312"
"95121","231","38102","606"
"95122","808","57780","1398"
"95123","394","67186","586"
"95124","164","51170","321"
"95125","262","53574","489"
"95126","261","35988","725"
"95127","751","65686","1143"
"95128","210","37665","558"
"95129","85","39828","213"
"95130","47","14863","316"
"95131","134","31170","430"
"95132","152","41844","363"
"95133","207","28726","721"
"95134","86","27224","316"
"95135","44","22358","197"
"95136","342","47599","719"
"95138","100","20766","482"
"95139","31","7293","425"
"95140",,"115",
"95148","343","48854","702"
