"zipcode","cases","population","rate"
"94022","66","19378","341"
"94024","67","23961","280"
"94040","202","35845","564"
"94041","95","14394","660"
"94043","153","31488","486"
"94085","239","23612","1012"
"94086","266","49630","536"
"94087","189","57219","330"
"94089","132","22313","592"
"94301","78","17191","454"
"94304","27","3902","692"
"94305","19","15730","121"
"94306","96","27549","348"
"95002","32","2146","1491"
"95008","299","46513","643"
"95013","0","77","0"
"95014","98","62430","157"
"95020","1240","63852","1942"
"95030","47","13288","354"
"95032","119","26281","453"
"95035","473","77562","610"
"95037","514","51652","995"
"95046","91","6025","1510"
"95050","325","39452","824"
"95051","314","58123","540"
"95053","0","3678","0"
"95054","220","24264","907"
"95070","89","31308","284"
"95110","388","20203","1921"
"95111","1203","62392","1928"
"95112","822","61060","1346"
"95113","46","1939","2372"
"95116","1252","56481","2217"
"95117","421","29592","1423"
"95118","241","32560","740"
"95119","54","10472","516"
"95120","161","37774","426"
"95121","389","38102","1021"
"95122","1397","57780","2418"
"95123","632","67186","941"
"95124","237","51170","463"
"95125","429","53574","801"
"95126","410","35988","1139"
"95127","1203","65686","1831"
"95128","348","37665","924"
"95129","119","39828","299"
"95130","73","14863","491"
"95131","201","31170","645"
"95132","261","41844","624"
"95133","316","28726","1100"
"95134","138","27224","507"
"95135","63","22358","282"
"95136","528","47599","1109"
"95138","147","20766","708"
"95139","52","7293","713"
"95140",,"115","0"
"95148","505","48854","1034"
