"zipcode","cases","population","rate"
"94022","307","19378","1584"
"94024","323","23961","1348"
"94040","998","35845","2784"
"94041","398","14394","2765"
"94043","686","31488","2179"
"94085","813","23612","3443"
"94086","1297","49630","2613"
"94087","911","57219","1592"
"94089","724","22313","3245"
"94301","327","17191","1902"
"94304","98","3902","2512"
"94305","105","15730","668"
"94306","378","27549","1372"
"95002","137","2146","6384"
"95008","1433","46513","3081"
"95013","0","77","0"
"95014","617","62430","988"
"95020","5492","63852","8601"
"95030","274","13288","2062"
"95032","546","26281","2078"
"95035","2499","77562","3222"
"95037","2506","51652","4852"
"95046","473","6025","7851"
"95050","1397","39452","3541"
"95051","1426","58123","2453"
"95053","0","3678","0"
"95054","784","24264","3231"
"95070","432","31308","1380"
"95110","1683","20203","8330"
"95111","5206","62392","8344"
"95112","3532","61060","5784"
"95113","180","1939","9283"
"95116","5066","56481","8969"
"95117","1689","29592","5708"
"95118","1195","32560","3670"
"95119","418","10472","3992"
"95120","616","37774","1631"
"95121","2506","38102","6577"
"95122","6082","57780","10526"
"95123","3238","67186","4819"
"95124","1183","51170","2312"
"95125","2075","53574","3873"
"95126","1729","35988","4804"
"95127","5289","65686","8052"
"95128","1856","37665","4928"
"95129","737","39828","1850"
"95130","348","14863","2341"
"95131","1080","31170","3465"
"95132","1413","41844","3377"
"95133","1478","28726","5145"
"95134","600","27224","2204"
"95135","457","22358","2044"
"95136","2332","47599","4899"
"95138","726","20766","3496"
"95139","234","7293","3209"
"95140","0","115","0"
"95148","2339","48854","4788"
