"zipcode","cases","population","rate"
"94022","2169","19378","11193"
"94024","2421","23961","10104"
"94040","4738","35845","13218"
"94041","1927","14394","13388"
"94043","3912","31488","12424"
"94085","3704","23612","15687"
"94086","6417","49630","12930"
"94087","6689","57219","11690"
"94089","3541","22313","15870"
"94301","2082","17191","12111"
"94304","578","3902","14813"
"94305","2191","15730","13929"
"94306","3147","27549","11423"
"95002","488","2146","22740"
"95008","7588","46513","16314"
"95013","0","77","0"
"95014","5932","62430","9502"
"95020","16586","63852","25976"
"95030","1647","13288","12395"
"95032","3621","26281","13778"
"95035","12799","77562","16502"
"95037","10774","51652","20859"
"95046","1570","6025","26058"
"95050","7172","39452","18179"
"95051","8921","58123","15348"
"95053","185","3678","5030"
"95054","4328","24264","17837"
"95070","3375","31308","10780"
"95110","5834","20203","28877"
"95111","17462","62392","27988"
"95112","13601","61060","22275"
"95113","890","1939","45900"
"95116","14991","56481","26542"
"95117","6334","29592","21404"
"95118","6276","32560","19275"
"95119","2293","10472","21896"
"95120","5097","37774","13493"
"95121","9432","38102","24755"
"95122","16873","57780","29202"
"95123","14495","67186","21574"
"95124","7529","51170","14714"
"95125","10155","53574","18955"
"95126","7665","35988","21299"
"95127","17309","65686","26351"
"95128","7582","37665","20130"
"95129","4899","39828","12300"
"95130","1986","14863","13362"
"95131","5239","31170","16808"
"95132","7021","41844","16779"
"95133","6008","28726","20915"
"95134","4315","27224","15850"
"95135","2718","22358","12157"
"95136","10007","47599","21024"
"95138","3489","20766","16802"
"95139","1275","7293","17483"
"95140","35","115","30435"
"95148","10504","48854","21501"
