"zipcode","cases","population","rate"
"94022","281","19378","1450"
"94024","305","23961","1273"
"94040","936","35845","2611"
"94041","360","14394","2501"
"94043","603","31488","1915"
"94085","737","23612","3121"
"94086","1184","49630","2386"
"94087","844","57219","1475"
"94089","656","22313","2940"
"94301","293","17191","1704"
"94304","88","3902","2255"
"94305","76","15730","483"
"94306","355","27549","1289"
"95002","132","2146","6151"
"95008","1302","46513","2799"
"95013","0","77","0"
"95014","569","62430","911"
"95020","5028","63852","7874"
"95030","260","13288","1957"
"95032","510","26281","1941"
"95035","2254","77562","2906"
"95037","2252","51652","4360"
"95046","426","6025","7071"
"95050","1312","39452","3326"
"95051","1286","58123","2213"
"95053","0","3678","0"
"95054","721","24264","2971"
"95070","406","31308","1297"
"95110","1574","20203","7791"
"95111","4765","62392","7637"
"95112","3236","61060","5300"
"95113","155","1939","7994"
"95116","4595","56481","8135"
"95117","1540","29592","5204"
"95118","1078","32560","3311"
"95119","378","10472","3610"
"95120","562","37774","1488"
"95121","2294","38102","6021"
"95122","5575","57780","9649"
"95123","2936","67186","4370"
"95124","1068","51170","2087"
"95125","1894","53574","3535"
"95126","1580","35988","4390"
"95127","4834","65686","7359"
"95128","1700","37665","4513"
"95129","674","39828","1692"
"95130","320","14863","2153"
"95131","978","31170","3138"
"95132","1290","41844","3083"
"95133","1341","28726","4668"
"95134","551","27224","2024"
"95135","417","22358","1865"
"95136","2144","47599","4504"
"95138","656","20766","3159"
"95139","210","7293","2879"
"95140","0","115","0"
"95148","2110","48854","4319"
