"zipcode","cases","population","rate"
"94022","390","19378","2013"
"94024","439","23961","1832"
"94040","1269","35845","3540"
"94041","554","14394","3849"
"94043","939","31488","2982"
"94085","1117","23612","4731"
"94086","1756","49630","3538"
"94087","1256","57219","2195"
"94089","961","22313","4307"
"94301","415","17191","2414"
"94304","115","3902","2947"
"94305","139","15730","884"
"94306","553","27549","2007"
"95002","177","2146","8248"
"95008","1857","46513","3992"
"95013","0","77","0"
"95014","804","62430","1288"
"95020","7062","63852","11060"
"95030","356","13288","2679"
"95032","734","26281","2793"
"95035","3328","77562","4291"
"95037","3291","51652","6371"
"95046","594","6025","9859"
"95050","1927","39452","4884"
"95051","1962","58123","3376"
"95053","0","3678","0"
"95054","1025","24264","4224"
"95070","581","31308","1856"
"95110","2126","20203","10523"
"95111","6655","62392","10666"
"95112","4548","61060","7448"
"95113","263","1939","13564"
"95116","6501","56481","11510"
"95117","2213","29592","7478"
"95118","1537","32560","4721"
"95119","552","10472","5271"
"95120","831","37774","2200"
"95121","3223","38102","8459"
"95122","7799","57780","13498"
"95123","4307","67186","6411"
"95124","1619","51170","3164"
"95125","2815","53574","5254"
"95126","2219","35988","6166"
"95127","6935","65686","10558"
"95128","2393","37665","6353"
"95129","963","39828","2418"
"95130","480","14863","3229"
"95131","1389","31170","4456"
"95132","1910","41844","4565"
"95133","2050","28726","7136"
"95134","824","27224","3027"
"95135","594","22358","2657"
"95136","2972","47599","6244"
"95138","944","20766","4546"
"95139","313","7293","4292"
"95140","11","115","9565"
"95148","3159","48854","6466"
