"zipcode","cases","population","rate"
"94022","484","19378","2498"
"94024","504","23961","2103"
"94040","1447","35845","4037"
"94041","628","14394","4363"
"94043","1142","31488","3627"
"94085","1263","23612","5349"
"94086","2077","49630","4185"
"94087","1526","57219","2667"
"94089","1092","22313","4894"
"94301","474","17191","2757"
"94304","128","3902","3280"
"94305","187","15730","1189"
"94306","694","27549","2519"
"95002","187","2146","8714"
"95008","2230","46513","4794"
"95013","0","77","0"
"95014","1006","62430","1611"
"95020","7620","63852","11934"
"95030","435","13288","3274"
"95032","872","26281","3318"
"95035","3871","77562","4991"
"95037","3761","51652","7281"
"95046","658","6025","10921"
"95050","2282","39452","5784"
"95051","2372","58123","4081"
"95053","42","3678","1142"
"95054","1179","24264","4859"
"95070","706","31308","2255"
"95110","2352","20203","11642"
"95111","7334","62392","11755"
"95112","5127","61060","8397"
"95113","299","1939","15420"
"95116","7060","56481","12500"
"95117","2473","29592","8357"
"95118","1812","32560","5565"
"95119","657","10472","6274"
"95120","1056","37774","2796"
"95121","3569","38102","9367"
"95122","8384","57780","14510"
"95123","4974","67186","7403"
"95124","1976","51170","3862"
"95125","3233","53574","6035"
"95126","2531","35988","7033"
"95127","7597","65686","11566"
"95128","2702","37665","7174"
"95129","1165","39828","2925"
"95130","566","14863","3808"
"95131","1587","31170","5091"
"95132","2175","41844","5198"
"95133","2273","28726","7913"
"95134","1035","27224","3802"
"95135","696","22358","3113"
"95136","3413","47599","7170"
"95138","1116","20766","5374"
"95139","354","7293","4854"
"95140","14","115","12174"
"95148","3509","48854","7183"
