"zipcode","cases","population","rate"
"94022","341","19378","1760"
"94024","362","23961","1511"
"94040","1101","35845","3072"
"94041","464","14394","3224"
"94043","794","31488","2522"
"94085","928","23612","3930"
"94086","1500","49630","3022"
"94087","1050","57219","1835"
"94089","857","22313","3841"
"94301","368","17191","2141"
"94304","113","3902","2896"
"94305","116","15730","737"
"94306","445","27549","1615"
"95002","152","2146","7083"
"95008","1610","46513","3461"
"95013","0","77","0"
"95014","686","62430","1099"
"95020","6127","63852","9596"
"95030","302","13288","2273"
"95032","608","26281","2313"
"95035","2838","77562","3659"
"95037","2811","51652","5442"
"95046","522","6025","8664"
"95050","1604","39452","4066"
"95051","1658","58123","2853"
"95053","0","3678","0"
"95054","879","24264","3623"
"95070","488","31308","1559"
"95110","1878","20203","9296"
"95111","5831","62392","9346"
"95112","3966","61060","6495"
"95113","210","1939","10830"
"95116","5720","56481","10127"
"95117","1934","29592","6536"
"95118","1351","32560","4149"
"95119","474","10472","4526"
"95120","705","37774","1866"
"95121","2824","38102","7412"
"95122","6827","57780","11816"
"95123","3742","67186","5570"
"95124","1375","51170","2687"
"95125","2353","53574","4392"
"95126","1919","35988","5332"
"95127","6048","65686","9207"
"95128","2081","37665","5525"
"95129","851","39828","2137"
"95130","424","14863","2853"
"95131","1219","31170","3911"
"95132","1635","41844","3907"
"95133","1695","28726","5901"
"95134","700","27224","2571"
"95135","532","22358","2379"
"95136","2607","47599","5477"
"95138","810","20766","3901"
"95139","283","7293","3880"
"95140","0","115","0"
"95148","2678","48854","5482"
