"zipcode","cases","population","rate"
"94022","58","19378","299"
"94024","47","23961","196"
"94040","154","35845","430"
"94041","72","14394","500"
"94043","109","31488","346"
"94085","185","23612","783"
"94086","218","49630","439"
"94087","162","57219","283"
"94089","117","22313","524"
"94301","71","17191","413"
"94304","23","3902","589"
"94305","15","15730","95"
"94306","75","27549","272"
"95002","26","2146","1212"
"95008","256","46513","550"
"95013","0","77","0"
"95014","87","62430","139"
"95020","971","63852","1521"
"95030","43","13288","324"
"95032","91","26281","346"
"95035","392","77562","505"
"95037","421","51652","815"
"95046","66","6025","1095"
"95050","259","39452","656"
"95051","267","58123","459"
"95053","0","3678","0"
"95054","195","24264","804"
"95070","71","31308","227"
"95110","339","20203","1678"
"95111","996","62392","1596"
"95112","689","61060","1128"
"95113","44","1939","2269"
"95116","1044","56481","1848"
"95117","343","29592","1159"
"95118","202","32560","620"
"95119","45","10472","430"
"95120","140","37774","371"
"95121","300","38102","787"
"95122","1165","57780","2016"
"95123","526","67186","783"
"95124","188","51170","367"
"95125","351","53574","655"
"95126","352","35988","978"
"95127","999","65686","1521"
"95128","281","37665","746"
"95129","102","39828","256"
"95130","62","14863","417"
"95131","163","31170","523"
"95132","200","41844","478"
"95133","246","28726","856"
"95134","121","27224","444"
"95135","52","22358","233"
"95136","464","47599","975"
"95138","133","20766","640"
"95139","38","7293","521"
"95140","0","115","0"
"95148","436","48854","892"
