"zipcode","cases","population","rate"
"94022","100","19378","516"
"94024","86","23961","359"
"94040","315","35845","879"
"94041","144","14394","1000"
"94043","217","31488","689"
"94085","299","23612","1266"
"94086","392","49630","790"
"94087","242","57219","423"
"94089","189","22313","847"
"94301","121","17191","704"
"94304","30","3902","769"
"94305","27","15730","172"
"94306","132","27549","479"
"95002","38","2146","1771"
"95008","450","46513","967"
"95013","0","77","0"
"95014","154","62430","247"
"95020","1735","63852","2717"
"95030","65","13288","489"
"95032","161","26281","613"
"95035","678","77562","874"
"95037","707","51652","1369"
"95046","135","6025","2241"
"95050","503","39452","1275"
"95051","430","58123","740"
"95053","0","3678","0"
"95054","273","24264","1125"
"95070","146","31308","466"
"95110","592","20203","2930"
"95111","1691","62392","2710"
"95112","1098","61060","1798"
"95113","63","1939","3249"
"95116","1677","56481","2969"
"95117","585","29592","1977"
"95118","367","32560","1127"
"95119","75","10472","716"
"95120","224","37774","593"
"95121","551","38102","1446"
"95122","1945","57780","3366"
"95123","901","67186","1341"
"95124","345","51170","674"
"95125","637","53574","1189"
"95126","590","35988","1639"
"95127","1666","65686","2536"
"95128","458","37665","1216"
"95129","174","39828","437"
"95130","103","14863","693"
"95131","281","31170","902"
"95132","377","41844","901"
"95133","438","28726","1525"
"95134","189","27224","694"
"95135","92","22358","411"
"95136","724","47599","1521"
"95138","204","20766","982"
"95139","62","7293","850"
"95140","0","115","0"
"95148","634","48854","1298"
