"zipcode","cases","population","rate"
"94022","396","19378","2044"
"94024","452","23961","1886"
"94040","1294","35845","3610"
"94041","563","14394","3911"
"94043","957","31488","3039"
"94085","1128","23612","4777"
"94086","1792","49630","3611"
"94087","1275","57219","2228"
"94089","966","22313","4329"
"94301","422","17191","2455"
"94304","118","3902","3024"
"94305","141","15730","896"
"94306","563","27549","2044"
"95002","178","2146","8295"
"95008","1883","46513","4048"
"95013","0","77","0"
"95014","808","62430","1294"
"95020","7141","63852","11184"
"95030","360","13288","2709"
"95032","754","26281","2869"
"95035","3368","77562","4342"
"95037","3348","51652","6482"
"95046","597","6025","9909"
"95050","1959","39452","4966"
"95051","2012","58123","3462"
"95053","0","3678","0"
"95054","1038","24264","4278"
"95070","589","31308","1881"
"95110","2168","20203","10731"
"95111","6764","62392","10841"
"95112","4622","61060","7570"
"95113","269","1939","13873"
"95116","6589","56481","11666"
"95117","2244","29592","7583"
"95118","1559","32560","4788"
"95119","561","10472","5357"
"95120","846","37774","2240"
"95121","3273","38102","8590"
"95122","7909","57780","13688"
"95123","4371","67186","6506"
"95124","1648","51170","3221"
"95125","2855","53574","5329"
"95126","2260","35988","6280"
"95127","7039","65686","10716"
"95128","2435","37665","6465"
"95129","980","39828","2461"
"95130","490","14863","3297"
"95131","1422","31170","4562"
"95132","1953","41844","4667"
"95133","2082","28726","7248"
"95134","850","27224","3122"
"95135","603","22358","2697"
"95136","3022","47599","6349"
"95138","963","20766","4637"
"95139","317","7293","4347"
"95140","11","115","9565"
"95148","3219","48854","6589"
