"zipcode","cases","population","rate"
"94022","391","19378","2018"
"94024","448","23961","1870"
"94040","1288","35845","3593"
"94041","556","14394","3863"
"94043","949","31488","3014"
"94085","1125","23612","4765"
"94086","1777","49630","3580"
"94087","1270","57219","2220"
"94089","962","22313","4311"
"94301","421","17191","2449"
"94304","117","3902","2998"
"94305","140","15730","890"
"94306","560","27549","2033"
"95002","177","2146","8248"
"95008","1870","46513","4020"
"95013","0","77","0"
"95014","806","62430","1291"
"95020","7113","63852","11140"
"95030","358","13288","2694"
"95032","747","26281","2842"
"95035","3338","77562","4304"
"95037","3317","51652","6422"
"95046","597","6025","9909"
"95050","1944","39452","4928"
"95051","1996","58123","3434"
"95053","0","3678","0"
"95054","1032","24264","4253"
"95070","587","31308","1875"
"95110","2140","20203","10592"
"95111","6709","62392","10753"
"95112","4578","61060","7498"
"95113","265","1939","13667"
"95116","6516","56481","11537"
"95117","2230","29592","7536"
"95118","1549","32560","4757"
"95119","556","10472","5309"
"95120","839","37774","2221"
"95121","3239","38102","8501"
"95122","7839","57780","13567"
"95123","4343","67186","6464"
"95124","1639","51170","3203"
"95125","2834","53574","5290"
"95126","2244","35988","6235"
"95127","6987","65686","10637"
"95128","2409","37665","6396"
"95129","971","39828","2438"
"95130","488","14863","3283"
"95131","1399","31170","4488"
"95132","1932","41844","4617"
"95133","2059","28726","7168"
"95134","839","27224","3082"
"95135","602","22358","2693"
"95136","3006","47599","6315"
"95138","957","20766","4608"
"95139","316","7293","4333"
"95140","11","115","9565"
"95148","3188","48854","6526"
