"zipcode","cases","population","rate"
"94022","69","19378","356"
"94024","70","23961","292"
"94040","220","35845","614"
"94041","114","14394","792"
"94043","171","31488","543"
"94085","249","23612","1055"
"94086","281","49630","566"
"94087","189","57219","330"
"94089","137","22313","614"
"94301","78","17191","454"
"94304","28","3902","718"
"94305","19","15730","121"
"94306","100","27549","363"
"95002","32","2146","1491"
"95008","306","46513","658"
"95013","0","77","0"
"95014","101","62430","162"
"95020","1312","63852","2055"
"95030","47","13288","354"
"95032","124","26281","472"
"95035","488","77562","629"
"95037","537","51652","1040"
"95046","98","6025","1627"
"95050","336","39452","852"
"95051","328","58123","564"
"95053","0","3678","0"
"95054","222","24264","915"
"95070","98","31308","313"
"95110","395","20203","1955"
"95111","1238","62392","1984"
"95112","847","61060","1387"
"95113","49","1939","2527"
"95116","1298","56481","2298"
"95117","433","29592","1463"
"95118","245","32560","752"
"95119","55","10472","525"
"95120","169","37774","447"
"95121","410","38102","1076"
"95122","1448","57780","2506"
"95123","660","67186","982"
"95124","245","51170","479"
"95125","450","53574","840"
"95126","426","35988","1184"
"95127","1254","65686","1909"
"95128","356","37665","945"
"95129","124","39828","311"
"95130","75","14863","505"
"95131","217","31170","696"
"95132","286","41844","683"
"95133","331","28726","1152"
"95134","143","27224","525"
"95135","69","22358","309"
"95136","549","47599","1153"
"95138","154","20766","742"
"95139","54","7293","740"
"95140",,"115","0"
"95148","517","48854","1058"
