"zipcode","cases","population","rate"
"94022","109","19378","562"
"94024","92","23961","384"
"94040","324","35845","904"
"94041","148","14394","1028"
"94043","224","31488","711"
"94085","309","23612","1309"
"94086","411","49630","828"
"94087","257","57219","449"
"94089","200","22313","896"
"94301","126","17191","733"
"94304","30","3902","769"
"94305","35","15730","223"
"94306","138","27549","501"
"95002","39","2146","1817"
"95008","474","46513","1019"
"95013","0","77","0"
"95014","173","62430","277"
"95020","1827","63852","2861"
"95030","69","13288","519"
"95032","170","26281","647"
"95035","723","77562","932"
"95037","766","51652","1483"
"95046","141","6025","2340"
"95050","520","39452","1318"
"95051","461","58123","793"
"95053","0","3678","0"
"95054","288","24264","1187"
"95070","155","31308","495"
"95110","643","20203","3183"
"95111","1804","62392","2891"
"95112","1170","61060","1916"
"95113","63","1939","3249"
"95116","1760","56481","3116"
"95117","614","29592","2075"
"95118","386","32560","1186"
"95119","87","10472","831"
"95120","230","37774","609"
"95121","605","38102","1588"
"95122","2048","57780","3544"
"95123","978","67186","1456"
"95124","362","51170","707"
"95125","684","53574","1277"
"95126","639","35988","1776"
"95127","1781","65686","2711"
"95128","491","37665","1304"
"95129","186","39828","467"
"95130","106","14863","713"
"95131","297","31170","953"
"95132","402","41844","961"
"95133","465","28726","1619"
"95134","205","27224","753"
"95135","104","22358","465"
"95136","777","47599","1632"
"95138","225","20766","1084"
"95139","65","7293","891"
"95140","0","115","0"
"95148","680","48854","1392"
