"zipcode","cases","population","rate"
"94022","338","19378","1744"
"94024","362","23961","1511"
"94040","1092","35845","3046"
"94041","461","14394","3203"
"94043","785","31488","2493"
"94085","919","23612","3892"
"94086","1475","49630","2972"
"94087","1038","57219","1814"
"94089","842","22313","3774"
"94301","364","17191","2117"
"94304","112","3902","2870"
"94305","113","15730","718"
"94306","433","27549","1572"
"95002","149","2146","6943"
"95008","1593","46513","3425"
"95013","0","77","0"
"95014","682","62430","1092"
"95020","6039","63852","9458"
"95030","301","13288","2265"
"95032","600","26281","2283"
"95035","2813","77562","3627"
"95037","2786","51652","5394"
"95046","519","6025","8614"
"95050","1589","39452","4028"
"95051","1629","58123","2803"
"95053","0","3678","0"
"95054","869","24264","3581"
"95070","481","31308","1536"
"95110","1865","20203","9231"
"95111","5791","62392","9282"
"95112","3936","61060","6446"
"95113","203","1939","10469"
"95116","5654","56481","10010"
"95117","1901","29592","6424"
"95118","1341","32560","4119"
"95119","466","10472","4450"
"95120","695","37774","1840"
"95121","2786","38102","7312"
"95122","6762","57780","11703"
"95123","3702","67186","5510"
"95124","1361","51170","2660"
"95125","2322","53574","4334"
"95126","1907","35988","5299"
"95127","5968","65686","9086"
"95128","2061","37665","5472"
"95129","840","39828","2109"
"95130","410","14863","2759"
"95131","1202","31170","3856"
"95132","1623","41844","3879"
"95133","1665","28726","5796"
"95134","692","27224","2542"
"95135","528","22358","2362"
"95136","2586","47599","5433"
"95138","805","20766","3877"
"95139","282","7293","3867"
"95140","0","115","0"
"95148","2652","48854","5428"
