"zipcode","cases","population","rate"
"94022","341","19378","1760"
"94024","363","23961","1515"
"94040","1106","35845","3086"
"94041","468","14394","3251"
"94043","798","31488","2534"
"94085","935","23612","3960"
"94086","1505","49630","3032"
"94087","1062","57219","1856"
"94089","859","22313","3850"
"94301","368","17191","2141"
"94304","113","3902","2896"
"94305","122","15730","776"
"94306","451","27549","1637"
"95002","152","2146","7083"
"95008","1615","46513","3472"
"95013","0","77","0"
"95014","689","62430","1104"
"95020","6145","63852","9624"
"95030","303","13288","2280"
"95032","609","26281","2317"
"95035","2853","77562","3678"
"95037","2816","51652","5452"
"95046","522","6025","8664"
"95050","1611","39452","4083"
"95051","1665","58123","2865"
"95053","0","3678","0"
"95054","889","24264","3664"
"95070","491","31308","1568"
"95110","1885","20203","9330"
"95111","5841","62392","9362"
"95112","3978","61060","6515"
"95113","215","1939","11088"
"95116","5742","56481","10166"
"95117","1946","29592","6576"
"95118","1356","32560","4165"
"95119","476","10472","4545"
"95120","711","37774","1882"
"95121","2840","38102","7454"
"95122","6856","57780","11866"
"95123","3758","67186","5593"
"95124","1377","51170","2691"
"95125","2368","53574","4420"
"95126","1928","35988","5357"
"95127","6071","65686","9242"
"95128","2086","37665","5538"
"95129","854","39828","2144"
"95130","425","14863","2859"
"95131","1224","31170","3927"
"95132","1640","41844","3919"
"95133","1705","28726","5935"
"95134","702","27224","2579"
"95135","534","22358","2388"
"95136","2621","47599","5506"
"95138","811","20766","3905"
"95139","284","7293","3894"
"95140","0","115","0"
"95148","2685","48854","5496"
