"zipcode","cases","population","rate"
"94022","396","19378","2044"
"94024","452","23961","1886"
"94040","1293","35845","3607"
"94041","563","14394","3911"
"94043","957","31488","3039"
"94085","1127","23612","4773"
"94086","1790","49630","3607"
"94087","1273","57219","2225"
"94089","965","22313","4325"
"94301","421","17191","2449"
"94304","118","3902","3024"
"94305","141","15730","896"
"94306","563","27549","2044"
"95002","178","2146","8295"
"95008","1880","46513","4042"
"95013","0","77","0"
"95014","808","62430","1294"
"95020","7137","63852","11177"
"95030","358","13288","2694"
"95032","753","26281","2865"
"95035","3363","77562","4336"
"95037","3346","51652","6478"
"95046","598","6025","9925"
"95050","1955","39452","4955"
"95051","2010","58123","3458"
"95053","0","3678","0"
"95054","1036","24264","4270"
"95070","588","31308","1878"
"95110","2167","20203","10726"
"95111","6757","62392","10830"
"95112","4618","61060","7563"
"95113","269","1939","13873"
"95116","6575","56481","11641"
"95117","2244","29592","7583"
"95118","1558","32560","4785"
"95119","562","10472","5367"
"95120","846","37774","2240"
"95121","3267","38102","8574"
"95122","7889","57780","13654"
"95123","4366","67186","6498"
"95124","1647","51170","3219"
"95125","2851","53574","5322"
"95126","2255","35988","6266"
"95127","7038","65686","10715"
"95128","2428","37665","6446"
"95129","980","39828","2461"
"95130","490","14863","3297"
"95131","1415","31170","4540"
"95132","1951","41844","4663"
"95133","2077","28726","7230"
"95134","849","27224","3119"
"95135","603","22358","2697"
"95136","3016","47599","6336"
"95138","961","20766","4628"
"95139","317","7293","4347"
"95140","11","115","9565"
"95148","3210","48854","6571"
