"zipcode","cases","population","rate"
"94022","107","19378","552"
"94024","92","23961","384"
"94040","323","35845","901"
"94041","147","14394","1021"
"94043","223","31488","708"
"94085","308","23612","1304"
"94086","409","49630","824"
"94087","256","57219","447"
"94089","200","22313","896"
"94301","124","17191","721"
"94304","30","3902","769"
"94305","31","15730","197"
"94306","136","27549","494"
"95002","38","2146","1771"
"95008","472","46513","1015"
"95013","0","77","0"
"95014","170","62430","272"
"95020","1815","63852","2843"
"95030","69","13288","519"
"95032","170","26281","647"
"95035","720","77562","928"
"95037","758","51652","1468"
"95046","141","6025","2340"
"95050","518","39452","1313"
"95051","460","58123","791"
"95053","0","3678","0"
"95054","285","24264","1175"
"95070","155","31308","495"
"95110","637","20203","3153"
"95111","1793","62392","2874"
"95112","1166","61060","1910"
"95113","63","1939","3249"
"95116","1748","56481","3095"
"95117","610","29592","2061"
"95118","384","32560","1179"
"95119","85","10472","812"
"95120","228","37774","604"
"95121","598","38102","1569"
"95122","2036","57780","3524"
"95123","972","67186","1447"
"95124","360","51170","704"
"95125","676","53574","1262"
"95126","630","35988","1751"
"95127","1772","65686","2698"
"95128","486","37665","1290"
"95129","182","39828","457"
"95130","105","14863","706"
"95131","297","31170","953"
"95132","400","41844","956"
"95133","462","28726","1608"
"95134","204","27224","749"
"95135","104","22358","465"
"95136","770","47599","1618"
"95138","223","20766","1074"
"95139","65","7293","891"
"95140","0","115","0"
"95148","675","48854","1382"
