"zipcode","cases","population","rate"
"94022","173","19378","893"
"94024","142","23961","593"
"94040","603","35845","1682"
"94041","207","14394","1438"
"94043","374","31488","1188"
"94085","428","23612","1813"
"94086","645","49630","1300"
"94087","384","57219","671"
"94089","371","22313","1663"
"94301","170","17191","989"
"94304","44","3902","1128"
"94305","43","15730","273"
"94306","224","27549","813"
"95002","81","2146","3774"
"95008","757","46513","1628"
"95013","0","77","0"
"95014","282","62430","452"
"95020","2954","63852","4626"
"95030","167","13288","1257"
"95032","273","26281","1039"
"95035","1200","77562","1547"
"95037","1304","51652","2525"
"95046","239","6025","3967"
"95050","785","39452","1990"
"95051","751","58123","1292"
"95053","0","3678","0"
"95054","411","24264","1694"
"95070","234","31308","747"
"95110","972","20203","4811"
"95111","2806","62392","4497"
"95112","1844","61060","3020"
"95113","99","1939","5106"
"95116","2732","56481","4837"
"95117","874","29592","2954"
"95118","595","32560","1827"
"95119","191","10472","1824"
"95120","329","37774","871"
"95121","1129","38102","2963"
"95122","3227","57780","5585"
"95123","1586","67186","2361"
"95124","551","51170","1077"
"95125","1075","53574","2007"
"95126","961","35988","2670"
"95127","2875","65686","4377"
"95128","843","37665","2238"
"95129","367","39828","921"
"95130","156","14863","1050"
"95131","504","31170","1617"
"95132","732","41844","1749"
"95133","751","28726","2614"
"95134","341","27224","1253"
"95135","210","22358","939"
"95136","1219","47599","2561"
"95138","395","20766","1902"
"95139","137","7293","1879"
"95140","0","115","0"
"95148","1161","48854","2376"
