"zipcode","cases","population","rate"
"94022","73","19378","377"
"94024","73","23961","305"
"94040","239","35845","667"
"94041","117","14394","813"
"94043","177","31488","562"
"94085","252","23612","1067"
"94086","291","49630","586"
"94087","196","57219","343"
"94089","143","22313","641"
"94301","86","17191","500"
"94304","28","3902","718"
"94305","22","15730","140"
"94306","108","27549","392"
"95002","32","2146","1491"
"95008","320","46513","688"
"95013","0","77","0"
"95014","108","62430","173"
"95020","1363","63852","2135"
"95030","48","13288","361"
"95032","124","26281","472"
"95035","505","77562","651"
"95037","564","51652","1092"
"95046","105","6025","1743"
"95050","342","39452","867"
"95051","345","58123","594"
"95053","0","3678","0"
"95054","225","24264","927"
"95070","104","31308","332"
"95110","420","20203","2079"
"95111","1286","62392","2061"
"95112","866","61060","1418"
"95113","54","1939","2785"
"95116","1342","56481","2376"
"95117","452","29592","1527"
"95118","261","32560","802"
"95119","57","10472","544"
"95120","171","37774","453"
"95121","430","38102","1129"
"95122","1512","57780","2617"
"95123","694","67186","1033"
"95124","256","51170","500"
"95125","473","53574","883"
"95126","436","35988","1212"
"95127","1313","65686","1999"
"95128","367","37665","974"
"95129","131","39828","329"
"95130","76","14863","511"
"95131","222","31170","712"
"95132","295","41844","705"
"95133","349","28726","1215"
"95134","144","27224","529"
"95135","74","22358","331"
"95136","570","47599","1198"
"95138","163","20766","785"
"95139","54","7293","740"
"95140","0","115","0"
"95148","527","48854","1079"
