"zipcode","cases","population","rate"
"94022","402","19378","2075"
"94024","462","23961","1928"
"94040","1326","35845","3699"
"94041","580","14394","4029"
"94043","988","31488","3138"
"94085","1148","23612","4862"
"94086","1854","49630","3736"
"94087","1332","57219","2328"
"94089","993","22313","4450"
"94301","434","17191","2525"
"94304","117","3902","2998"
"94305","149","15730","947"
"94306","583","27549","2116"
"95002","180","2146","8388"
"95008","1927","46513","4143"
"95013","0","77","0"
"95014","836","62430","1339"
"95020","7234","63852","11329"
"95030","376","13288","2830"
"95032","777","26281","2957"
"95035","3453","77562","4452"
"95037","3439","51652","6658"
"95046","612","6025","10158"
"95050","2019","39452","5118"
"95051","2089","58123","3594"
"95053","0","3678","0"
"95054","1072","24264","4418"
"95070","608","31308","1942"
"95110","2204","20203","10909"
"95111","6883","62392","11032"
"95112","4727","61060","7742"
"95113","274","1939","14131"
"95116","6693","56481","11850"
"95117","2294","29592","7752"
"95118","1588","32560","4877"
"95119","583","10472","5567"
"95120","859","37774","2274"
"95121","3338","38102","8761"
"95122","8036","57780","13908"
"95123","4504","67186","6704"
"95124","1676","51170","3275"
"95125","2904","53574","5421"
"95126","2297","35988","6383"
"95127","7156","65686","10894"
"95128","2477","37665","6576"
"95129","1006","39828","2526"
"95130","500","14863","3364"
"95131","1466","31170","4703"
"95132","2018","41844","4823"
"95133","2144","28726","7464"
"95134","884","27224","3247"
"95135","621","22358","2778"
"95136","3072","47599","6454"
"95138","993","20766","4782"
"95139","327","7293","4484"
"95140","12","115","10435"
"95148","3263","48854","6679"
