"zipcode","cases","population","rate"
"94022","492","19378","2539"
"94024","519","23961","2166"
"94040","1470","35845","4101"
"94041","640","14394","4446"
"94043","1170","31488","3716"
"94085","1278","23612","5413"
"94086","2097","49630","4225"
"94087","1562","57219","2730"
"94089","1118","22313","5011"
"94301","482","17191","2804"
"94304","131","3902","3357"
"94305","191","15730","1214"
"94306","706","27549","2563"
"95002","191","2146","8900"
"95008","2283","46513","4908"
"95013","0","77","0"
"95014","1031","62430","1651"
"95020","7728","63852","12103"
"95030","449","13288","3379"
"95032","887","26281","3375"
"95035","3951","77562","5094"
"95037","3838","51652","7430"
"95046","675","6025","11203"
"95050","2331","39452","5908"
"95051","2423","58123","4169"
"95053","42","3678","1142"
"95054","1206","24264","4970"
"95070","723","31308","2309"
"95110","2385","20203","11805"
"95111","7423","62392","11897"
"95112","5229","61060","8564"
"95113","303","1939","15627"
"95116","7134","56481","12631"
"95117","2504","29592","8462"
"95118","1847","32560","5673"
"95119","674","10472","6436"
"95120","1096","37774","2901"
"95121","3615","38102","9488"
"95122","8454","57780","14631"
"95123","5055","67186","7524"
"95124","2032","51170","3971"
"95125","3306","53574","6171"
"95126","2579","35988","7166"
"95127","7709","65686","11736"
"95128","2746","37665","7291"
"95129","1184","39828","2973"
"95130","575","14863","3869"
"95131","1614","31170","5178"
"95132","2206","41844","5272"
"95133","2295","28726","7989"
"95134","1060","27224","3894"
"95135","718","22358","3211"
"95136","3475","47599","7301"
"95138","1137","20766","5475"
"95139","368","7293","5046"
"95140","14","115","12174"
"95148","3566","48854","7299"
