"zipcode","cases","population","rate"
"94022","2510","19378","12953"
"94024","2798","23961","11677"
"94040","5422","35845","15126"
"94041","2193","14394","15236"
"94043","4489","31488","14256"
"94085","4250","23612","17999"
"94086","7389","49630","14888"
"94087","7723","57219","13497"
"94089","4061","22313","18200"
"94301","2430","17191","14135"
"94304","2303","3902","59021"
"94305","685","15730","4355"
"94306","572","27549","2076"
"95002","3758","2146","175116"
"95008","1","46513","2"
"95013","556","77","722078"
"95014","8617","62430","13803"
"95020","30","63852","47"
"95030","7117","13288","53560"
"95032","18483","26281","70328"
"95035","3","77562","4"
"95037","1575","51652","3049"
"95046","4124","6025","68448"
"95050","518","39452","1313"
"95051","14703","58123","25296"
"95053","12108","3678","329201"
"95054","717","24264","2955"
"95070","8109","31308","25901"
"95110","10329","20203","51126"
"95111","193","62392","309"
"95112","5040","61060","8254"
"95113","3897","1939","200980"
"95116","6505","56481","11517"
"95117","19813","29592","66954"
"95118","15325","32560","47067"
"95119","1005","10472","9597"
"95120","16731","37774","44292"
"95121","6951","38102","18243"
"95122","7056","57780","12212"
"95123","2618","67186","3897"
"95124","5824","51170","11382"
"95125","10775","53574","20112"
"95126","19052","35988","52940"
"95127","16489","65686","25103"
"95128","8559","37665","22724"
"95129","11500","39828","28874"
"95130","8644","14863","58158"
"95131","19315","31170","61967"
"95132","8544","41844","20419"
"95133","5836","28726","20316"
"95134","2285","27224","8393"
"95135","6101","22358","27288"
"95136","8059","47599","16931"
"95138","6853","20766","33001"
"95139","5013","7293","68737"
"95140","3174","115","2760000"
"95148","11408","48854","23351"
