"zipcode","cases","population","rate"
"94022","80","19378","413"
"94024","76","23961","317"
"94040","258","35845","720"
"94041","127","14394","882"
"94043","194","31488","616"
"94085","264","23612","1118"
"94086","322","49630","649"
"94087","213","57219","372"
"94089","158","22313","708"
"94301","101","17191","588"
"94304","30","3902","769"
"94305","22","15730","140"
"94306","118","27549","428"
"95002","34","2146","1584"
"95008","355","46513","763"
"95013","0","77","0"
"95014","121","62430","194"
"95020","1516","63852","2374"
"95030","54","13288","406"
"95032","132","26281","502"
"95035","554","77562","714"
"95037","603","51652","1167"
"95046","115","6025","1909"
"95050","390","39452","989"
"95051","366","58123","630"
"95053","0","3678","0"
"95054","242","24264","997"
"95070","107","31308","342"
"95110","484","20203","2396"
"95111","1425","62392","2284"
"95112","922","61060","1510"
"95113","56","1939","2888"
"95116","1451","56481","2569"
"95117","485","29592","1639"
"95118","278","32560","854"
"95119","62","10472","592"
"95120","189","37774","500"
"95121","467","38102","1226"
"95122","1639","57780","2837"
"95123","758","67186","1128"
"95124","277","51170","541"
"95125","518","53574","967"
"95126","479","35988","1331"
"95127","1403","65686","2136"
"95128","386","37665","1025"
"95129","141","39828","354"
"95130","83","14863","558"
"95131","243","31170","780"
"95132","322","41844","770"
"95133","363","28726","1264"
"95134","152","27224","558"
"95135","82","22358","367"
"95136","618","47599","1298"
"95138","172","20766","828"
"95139","57","7293","782"
"95140",,"115","0"
"95148","563","48854","1152"
