"zipcode","cases","population","rate"
"94022","60","19378","310"
"94024","50","23961","209"
"94040","173","35845","483"
"94041","80","14394","556"
"94043","120","31488","381"
"94085","208","23612","881"
"94086","239","49630","482"
"94087","171","57219","299"
"94089","121","22313","542"
"94301","70","17191","407"
"94304","25","3902","641"
"94305","18","15730","114"
"94306","87","27549","316"
"95002","28","2146","1305"
"95008","285","46513","613"
"95013","0","77","0"
"95014","94","62430","151"
"95020","1066","63852","1669"
"95030","44","13288","331"
"95032","97","26281","369"
"95035","426","77562","549"
"95037","465","51652","900"
"95046","73","6025","1212"
"95050","288","39452","730"
"95051","293","58123","504"
"95053","0","3678","0"
"95054","209","24264","861"
"95070","79","31308","252"
"95110","359","20203","1777"
"95111","1075","62392","1723"
"95112","751","61060","1230"
"95113","44","1939","2269"
"95116","1168","56481","2068"
"95117","375","29592","1267"
"95118","222","32560","682"
"95119","50","10472","477"
"95120","149","37774","394"
"95121","339","38102","890"
"95122","1267","57780","2193"
"95123","571","67186","850"
"95124","211","51170","412"
"95125","390","53574","728"
"95126","375","35988","1042"
"95127","1087","65686","1655"
"95128","317","37665","842"
"95129","107","39828","269"
"95130","67","14863","451"
"95131","180","31170","577"
"95132","218","41844","521"
"95133","267","28726","929"
"95134","131","27224","481"
"95135","59","22358","264"
"95136","488","47599","1025"
"95138","138","20766","665"
"95139","42","7293","576"
"95140","0","115","0"
"95148","465","48854","952"
