"zipcode","cases","population","rate"
"94022","41","19378","212"
"94024","42","23961","175"
"94040","74","35845","206"
"94041","48","14394","333"
"94043","68","31488","216"
"94085","111","23612","470"
"94086","135","49630","272"
"94087","119","57219","208"
"94089","67","22313","300"
"94301","50","17191","291"
"94304","18","3902","461"
"94305","11","15730","70"
"94306","48","27549","174"
"95002","19","2146","885"
"95008","176","46513","378"
"95013","0","77","0"
"95014","68","62430","109"
"95020","468","63852","733"
"95030","33","13288","248"
"95032","52","26281","198"
"95035","217","77562","280"
"95037","219","51652","424"
"95046","45","6025","747"
"95050","170","39452","431"
"95051","173","58123","298"
"95053","0","3678","0"
"95054","122","24264","503"
"95070","54","31308","172"
"95110","162","20203","802"
"95111","537","62392","861"
"95112","382","61060","626"
"95113","28","1939","1444"
"95116","648","56481","1147"
"95117","216","29592","730"
"95118","111","32560","341"
"95119","32","10472","306"
"95120","95","37774","251"
"95121","166","38102","436"
"95122","610","57780","1056"
"95123","306","67186","455"
"95124","120","51170","235"
"95125","214","53574","399"
"95126","194","35988","539"
"95127","585","65686","891"
"95128","163","37665","433"
"95129","73","39828","183"
"95130","38","14863","256"
"95131","103","31170","330"
"95132","128","41844","306"
"95133","159","28726","554"
"95134","71","27224","261"
"95135","37","22358","165"
"95136","263","47599","553"
"95138","84","20766","405"
"95139","24","7293","329"
"95140",,"115",
"95148","247","48854","506"
