"zipcode","cases","population","rate"
"94022","2428","19378","12530"
"94024","2708","23961","11302"
"94040","5247","35845","14638"
"94041","2130","14394","14798"
"94043","4327","31488","13742"
"94085","4104","23612","17381"
"94086","7156","49630","14419"
"94087","7472","57219","13059"
"94089","3947","22313","17689"
"94301","2339","17191","13606"
"94304","659","3902","16889"
"94305","554","15730","3522"
"94306","3589","27549","13028"
"95002","532","2146","24790"
"95008","8373","46513","18001"
"95013","30","77","38961"
"95014","6816","62430","10918"
"95020","18020","63852","28222"
"95030","1541","13288","11597"
"95032","4017","26281","15285"
"95035","14246","77562","18367"
"95037","11785","51652","22816"
"95046","710","6025","11784"
"95050","7871","39452","19951"
"95051","9955","58123","17127"
"95053","192","3678","5220"
"95054","4878","24264","20104"
"95070","3790","31308","12106"
"95110","6351","20203","31436"
"95111","19331","62392","30983"
"95112","14915","61060","24427"
"95113","977","1939","50387"
"95116","16290","56481","28842"
"95117","6824","29592","23060"
"95118","6874","32560","21112"
"95119","2535","10472","24207"
"95120","5651","37774","14960"
"95121","10462","38102","27458"
"95122","18554","57780","32111"
"95123","16056","67186","23898"
"95124","8344","51170","16306"
"95125","11176","53574","20861"
"95126","8404","35988","23352"
"95127","18825","65686","28659"
"95128","8310","37665","22063"
"95129","5652","39828","14191"
"95130","2217","14863","14916"
"95131","5882","31170","18871"
"95132","7777","41844","18586"
"95133","6619","28726","23042"
"95134","4827","27224","17731"
"95135","3070","22358","13731"
"95136","11082","47599","23282"
"95138","3893","20766","18747"
"95139","1412","7293","19361"
"95140","37","115","32174"
"95148","11626","48854","23797"
