"zipcode","cases","population","rate"
"94022","106","19378","547"
"94024","92","23961","384"
"94040","322","35845","898"
"94041","145","14394","1007"
"94043","223","31488","708"
"94085","308","23612","1304"
"94086","402","49630","810"
"94087","254","57219","444"
"94089","199","22313","892"
"94301","124","17191","721"
"94304","30","3902","769"
"94305","28","15730","178"
"94306","134","27549","486"
"95002","38","2146","1771"
"95008","470","46513","1010"
"95013","0","77","0"
"95014","167","62430","267"
"95020","1806","63852","2828"
"95030","69","13288","519"
"95032","169","26281","643"
"95035","714","77562","921"
"95037","749","51652","1450"
"95046","140","6025","2324"
"95050","514","39452","1303"
"95051","457","58123","786"
"95053","0","3678","0"
"95054","284","24264","1170"
"95070","154","31308","492"
"95110","631","20203","3123"
"95111","1783","62392","2858"
"95112","1158","61060","1896"
"95113","64","1939","3301"
"95116","1742","56481","3084"
"95117","608","29592","2055"
"95118","383","32560","1176"
"95119","83","10472","793"
"95120","229","37774","606"
"95121","596","38102","1564"
"95122","2028","57780","3510"
"95123","961","67186","1430"
"95124","359","51170","702"
"95125","675","53574","1260"
"95126","626","35988","1739"
"95127","1760","65686","2679"
"95128","483","37665","1282"
"95129","181","39828","454"
"95130","104","14863","700"
"95131","298","31170","956"
"95132","398","41844","951"
"95133","458","28726","1594"
"95134","202","27224","742"
"95135","102","22358","456"
"95136","765","47599","1607"
"95138","223","20766","1074"
"95139","64","7293","878"
"95140","0","115","0"
"95148","661","48854","1353"
