"zipcode","cases","population","rate"
"94022","298","19378","1538"
"94024","315","23961","1315"
"94040","969","35845","2703"
"94041","379","14394","2633"
"94043","639","31488","2029"
"94085","768","23612","3253"
"94086","1234","49630","2486"
"94087","875","57219","1529"
"94089","673","22313","3016"
"94301","305","17191","1774"
"94304","93","3902","2383"
"94305","96","15730","610"
"94306","362","27549","1314"
"95002","135","2146","6291"
"95008","1358","46513","2920"
"95013","0","77","0"
"95014","599","62430","959"
"95020","5235","63852","8199"
"95030","271","13288","2039"
"95032","528","26281","2009"
"95035","2373","77562","3059"
"95037","2349","51652","4548"
"95046","446","6025","7402"
"95050","1340","39452","3397"
"95051","1336","58123","2299"
"95053","0","3678","0"
"95054","748","24264","3083"
"95070","415","31308","1326"
"95110","1615","20203","7994"
"95111","4945","62392","7926"
"95112","3366","61060","5513"
"95113","165","1939","8510"
"95116","4751","56481","8412"
"95117","1609","29592","5437"
"95118","1127","32560","3461"
"95119","390","10472","3724"
"95120","586","37774","1551"
"95121","2386","38102","6262"
"95122","5783","57780","10009"
"95123","3074","67186","4575"
"95124","1126","51170","2201"
"95125","1970","53574","3677"
"95126","1650","35988","4585"
"95127","5019","65686","7641"
"95128","1763","37665","4681"
"95129","699","39828","1755"
"95130","332","14863","2234"
"95131","1019","31170","3269"
"95132","1338","41844","3198"
"95133","1390","28726","4839"
"95134","571","27224","2097"
"95135","443","22358","1981"
"95136","2238","47599","4702"
"95138","689","20766","3318"
"95139","218","7293","2989"
"95140","0","115","0"
"95148","2199","48854","4501"
