"zipcode","cases","population","rate"
"94022","110","19378","568"
"94024","94","23961","392"
"94040","325","35845","907"
"94041","151","14394","1049"
"94043","231","31488","734"
"94085","315","23612","1334"
"94086","425","49630","856"
"94087","259","57219","453"
"94089","208","22313","932"
"94301","129","17191","750"
"94304","30","3902","769"
"94305","38","15730","242"
"94306","140","27549","508"
"95002","42","2146","1957"
"95008","483","46513","1038"
"95013","0","77","0"
"95014","175","62430","280"
"95020","1874","63852","2935"
"95030","73","13288","549"
"95032","174","26281","662"
"95035","741","77562","955"
"95037","785","51652","1520"
"95046","141","6025","2340"
"95050","526","39452","1333"
"95051","478","58123","822"
"95053","0","3678","0"
"95054","289","24264","1191"
"95070","158","31308","505"
"95110","659","20203","3262"
"95111","1842","62392","2952"
"95112","1190","61060","1949"
"95113","65","1939","3352"
"95116","1802","56481","3190"
"95117","622","29592","2102"
"95118","392","32560","1204"
"95119","92","10472","879"
"95120","234","37774","619"
"95121","636","38102","1669"
"95122","2104","57780","3641"
"95123","996","67186","1482"
"95124","364","51170","711"
"95125","716","53574","1336"
"95126","652","35988","1812"
"95127","1825","65686","2778"
"95128","506","37665","1343"
"95129","194","39828","487"
"95130","107","14863","720"
"95131","306","31170","982"
"95132","413","41844","987"
"95133","476","28726","1657"
"95134","218","27224","801"
"95135","106","22358","474"
"95136","807","47599","1695"
"95138","232","20766","1117"
"95139","69","7293","946"
"95140","0","115","0"
"95148","700","48854","1433"
