"zipcode","cases","population","rate"
"94022","1192","19378","6151"
"94024","1372","23961","5726"
"94040","2994","35845","8353"
"94041","1228","14394","8531"
"94043","2416","31488","7673"
"94085","2532","23612","10723"
"94086","4061","49630","8183"
"94087","3937","57219","6881"
"94089","2408","22313","10792"
"94301","1182","17191","6876"
"94304","295","3902","7560"
"94305","976","15730","6205"
"94306","1740","27549","6316"
"95002","346","2146","16123"
"95008","4997","46513","10743"
"95013","0","77","0"
"95014","3183","62430","5099"
"95020","12426","63852","19461"
"95030","1106","13288","8323"
"95032","2220","26281","8447"
"95035","8205","77562","10579"
"95037","7455","51652","14433"
"95046","1092","6025","18124"
"95050","4658","39452","11807"
"95051","5500","58123","9463"
"95053","99","3678","2692"
"95054","2670","24264","11004"
"95070","1882","31308","6011"
"95110","4284","20203","21205"
"95111","12672","62392","20310"
"95112","9698","61060","15883"
"95113","661","1939","34090"
"95116","11426","56481","20230"
"95117","4526","29592","15295"
"95118","4090","32560","12561"
"95119","1595","10472","15231"
"95120","3124","37774","8270"
"95121","6429","38102","16873"
"95122","12872","57780","22278"
"95123","10097","67186","15028"
"95124","4640","51170","9068"
"95125","7082","53574","13219"
"95126","5316","35988","14772"
"95127","13001","65686","19793"
"95128","5133","37665","13628"
"95129","2899","39828","7279"
"95130","1300","14863","8747"
"95131","3313","31170","10629"
"95132","4580","41844","10945"
"95133","4160","28726","14482"
"95134","2639","27224","9694"
"95135","1654","22358","7398"
"95136","6951","47599","14603"
"95138","2296","20766","11057"
"95139","814","7293","11161"
"95140","23","115","20000"
"95148","0","48854","0"
