"zipcode","cases","population","rate"
"94022","1495","19378","7715"
"94024","1713","23961","7149"
"94040","3722","35845","10384"
"94041","1516","14394","10532"
"94043","3066","31488","9737"
"94085","3094","23612","13104"
"94086","5180","49630","10437"
"94087","5023","57219","8779"
"94089","2971","22313","13315"
"94301","1509","17191","8778"
"94304","383","3902","9815"
"94305","1393","15730","8856"
"94306","2196","27549","7971"
"95002","435","2146","20270"
"95008","6239","46513","13413"
"95013","0","77","0"
"95014","4142","62430","6635"
"95020","14988","63852","23473"
"95030","1314","13288","9889"
"95032","2855","26281","10863"
"95035","10222","77562","13179"
"95037","9337","51652","18077"
"95046","1403","6025","23286"
"95050","6034","39452","15295"
"95051","7182","58123","12357"
"95053","148","3678","4024"
"95054","3401","24264","14017"
"95070","2342","31308","7481"
"95110","5176","20203","25620"
"95111","15365","62392","24627"
"95112","11895","61060","19481"
"95113","776","1939","40021"
"95116","13607","56481","24091"
"95117","5539","29592","18718"
"95118","5202","32560","15977"
"95119","1907","10472","18210"
"95120","3959","37774","10481"
"95121","7919","38102","20784"
"95122","15236","57780","26369"
"95123","12270","67186","18263"
"95124","6030","51170","11784"
"95125","8571","53574","15998"
"95126","6490","35988","18034"
"95127","15520","65686","23628"
"95128","6414","37665","17029"
"95129","3661","39828","9192"
"95130","1618","14863","10886"
"95131","4172","31170","13385"
"95132","5665","41844","13538"
"95133","5005","28726","17423"
"95134","3346","27224","12291"
"95135","2019","22358","9030"
"95136","8470","47599","17794"
"95138","2788","20766","13426"
"95139","1063","7293","14576"
"95140","29","115","25217"
"95148","8766","48854","17943"
