"zipcode","cases","population","rate"
"94022","2597","19378","13402"
"94024","2861","23961","11940"
"94040","5559","35845","15508"
"94041","2249","14394","15625"
"94043","4585","31488","14561"
"94085","4349","23612","18419"
"94086","7595","49630","15303"
"94087","7919","57219","13840"
"94089","4173","22313","18702"
"94301","2501","17191","14548"
"94304","702","3902","17991"
"94305","579","15730","3681"
"94306","3889","27549","14117"
"95002","565","2146","26328"
"95008","8795","46513","18909"
"95013","30","77","38961"
"95014","7328","62430","11738"
"95020","18765","63852","29388"
"95030","1605","13288","12079"
"95032","4215","26281","16038"
"95035","15033","77562","19382"
"95037","12318","51652","23848"
"95046","732","6025","12149"
"95050","8240","39452","20886"
"95051","10618","58123","18268"
"95053","194","3678","5275"
"95054","5164","24264","21283"
"95070","3985","31308","12728"
"95110","6612","20203","32728"
"95111","20202","62392","32379"
"95112","15640","61060","25614"
"95113","1024","1939","52811"
"95116","16997","56481","30093"
"95117","7087","29592","23949"
"95118","7215","32560","22159"
"95119","2679","10472","25583"
"95120","5981","37774","15834"
"95121","11015","38102","28909"
"95122","19370","57780","33524"
"95123","16824","67186","25041"
"95124","8758","51170","17115"
"95125","11765","53574","21960"
"95126","8807","35988","24472"
"95127","19625","65686","29877"
"95128","8682","37665","23051"
"95129","5980","39828","15015"
"95130","2319","14863","15603"
"95131","6261","31170","20087"
"95132","8209","41844","19618"
"95133","6975","28726","24281"
"95134","5177","27224","19016"
"95135","3272","22358","14635"
"95136","11646","47599","24467"
"95138","4090","20766","19696"
"95139","1501","7293","20581"
"95140","37","115","32174"
"95148","12251","48854","25077"
