"zipcode","cases","population","rate"
"94022","1307","19378","6745"
"94024","1475","23961","6156"
"94040","3272","35845","9128"
"94041","1352","14394","9393"
"94043","2690","31488","8543"
"94085","2772","23612","11740"
"94086","4500","49630","9067"
"94087","4341","57219","7587"
"94089","2648","22313","11868"
"94301","1302","17191","7574"
"94304","321","3902","8227"
"94305","1082","15730","6879"
"94306","1909","27549","6929"
"95002","388","2146","18080"
"95008","5434","46513","11683"
"95013","0","77","0"
"95014","3530","62430","5654"
"95020","13553","63852","21226"
"95030","1177","13288","8858"
"95032","2443","26281","9296"
"95035","8962","77562","11555"
"95037","8199","51652","15874"
"95046","1207","6025","20033"
"95050","5233","39452","13264"
"95051","6223","58123","10707"
"95053","126","3678","3426"
"95054","2946","24264","12141"
"95070","2028","31308","6478"
"95110","4702","20203","23274"
"95111","13822","62392","22153"
"95112","10624","61060","17399"
"95113","696","1939","35895"
"95116","12446","56481","22036"
"95117","4930","29592","16660"
"95118","4515","32560","13867"
"95119","1718","10472","16406"
"95120","3458","37774","9154"
"95121","7041","38102","18479"
"95122","13923","57780","24097"
"95123","10995","67186","16365"
"95124","5120","51170","10006"
"95125","7702","53574","14376"
"95126","5799","35988","16114"
"95127","14065","65686","21412"
"95128","5610","37665","14894"
"95129","3176","39828","7974"
"95130","1447","14863","9736"
"95131","3631","31170","11649"
"95132","5032","41844","12026"
"95133","4505","28726","15683"
"95134","2907","27224","10678"
"95135","1780","22358","7961"
"95136","7627","47599","16023"
"95138","2482","20766","11952"
"95139","910","7293","12478"
"95140","27","115","23478"
"95148","0","48854","0"
