"zipcode","cases","population","rate"
"94022","54","19378","279"
"94024","46","23961","192"
"94040","117","35845","326"
"94041","56","14394","389"
"94043","89","31488","283"
"94085","153","23612","648"
"94086","178","49630","359"
"94087","144","57219","252"
"94089","100","22313","448"
"94301","59","17191","343"
"94304","21","3902","538"
"94305","13","15730","83"
"94306","65","27549","236"
"95002","23","2146","1072"
"95008","218","46513","469"
"95013","0","77","0"
"95014","83","62430","133"
"95020","787","63852","1233"
"95030","38","13288","286"
"95032","58","26281","221"
"95035","316","77562","407"
"95037","330","51652","639"
"95046","56","6025","929"
"95050","224","39452","568"
"95051","233","58123","401"
"95053","0","3678","0"
"95054","155","24264","639"
"95070","59","31308","188"
"95110","266","20203","1317"
"95111","823","62392","1319"
"95112","573","61060","938"
"95113","39","1939","2011"
"95116","924","56481","1636"
"95117","298","29592","1007"
"95118","166","32560","510"
"95119","40","10472","382"
"95120","125","37774","331"
"95121","254","38102","667"
"95122","885","57780","1532"
"95123","429","67186","639"
"95124","169","51170","330"
"95125","285","53574","532"
"95126","289","35988","803"
"95127","821","65686","1250"
"95128","234","37665","621"
"95129","89","39828","223"
"95130","56","14863","377"
"95131","144","31170","462"
"95132","160","41844","382"
"95133","214","28726","745"
"95134","88","27224","323"
"95135","45","22358","201"
"95136","371","47599","779"
"95138","107","20766","515"
"95139","31","7293","425"
"95140",,"115",
"95148","365","48854","747"
