"zipcode","cases","population","rate"
"94022","547","19378","2823"
"94024","574","23961","2396"
"94040","1588","35845","4430"
"94041","706","14394","4905"
"94043","1310","31488","4160"
"94085","1397","23612","5916"
"94086","2325","49630","4685"
"94087","1749","57219","3057"
"94089","1223","22313","5481"
"94301","538","17191","3130"
"94304","141","3902","3614"
"94305","224","15730","1424"
"94306","799","27549","2900"
"95002","223","2146","10391"
"95008","2580","46513","5547"
"95013","0","77","0"
"95014","1141","62430","1828"
"95020","8318","63852","13027"
"95030","508","13288","3823"
"95032","1028","26281","3912"
"95035","4288","77562","5528"
"95037","4355","51652","8431"
"95046","728","6025","12083"
"95050","2593","39452","6573"
"95051","2748","58123","4728"
"95053","44","3678","1196"
"95054","1332","24264","5490"
"95070","819","31308","2616"
"95110","2562","20203","12681"
"95111","8008","62392","12835"
"95112","5809","61060","9514"
"95113","350","1939","18051"
"95116","7635","56481","13518"
"95117","2724","29592","9205"
"95118","2091","32560","6422"
"95119","785","10472","7496"
"95120","1279","37774","3386"
"95121","3905","38102","10249"
"95122","8902","57780","15407"
"95123","5574","67186","8296"
"95124","2368","51170","4628"
"95125","3728","53574","6959"
"95126","2858","35988","7942"
"95127","8324","65686","12672"
"95128","3032","37665","8050"
"95129","1297","39828","3257"
"95130","660","14863","4441"
"95131","1761","31170","5650"
"95132","2396","41844","5726"
"95133","2470","28726","8598"
"95134","1175","27224","4316"
"95135","801","22358","3583"
"95136","3812","47599","8009"
"95138","1229","20766","5918"
"95139","421","7293","5773"
"95140","14","115","12174"
"95148","3872","48854","7926"
