"zipcode","cases","population","rate"
"94022","373","19378","1925"
"94024","419","23961","1749"
"94040","1236","35845","3448"
"94041","537","14394","3731"
"94043","902","31488","2865"
"94085","1088","23612","4608"
"94086","1700","49630","3425"
"94087","1205","57219","2106"
"94089","933","22313","4181"
"94301","412","17191","2397"
"94304","114","3902","2922"
"94305","137","15730","871"
"94306","545","27549","1978"
"95002","174","2146","8108"
"95008","1809","46513","3889"
"95013","0","77","0"
"95014","781","62430","1251"
"95020","6833","63852","10701"
"95030","342","13288","2574"
"95032","706","26281","2686"
"95035","3208","77562","4136"
"95037","3169","51652","6135"
"95046","579","6025","9610"
"95050","1844","39452","4674"
"95051","1871","58123","3219"
"95053","0","3678","0"
"95054","987","24264","4068"
"95070","549","31308","1754"
"95110","2073","20203","10261"
"95111","6409","62392","10272"
"95112","4395","61060","7198"
"95113","242","1939","12481"
"95116","6320","56481","11190"
"95117","2157","29592","7289"
"95118","1493","32560","4585"
"95119","536","10472","5118"
"95120","801","37774","2121"
"95121","3117","38102","8181"
"95122","7604","57780","13160"
"95123","4184","67186","6227"
"95124","1561","51170","3051"
"95125","2698","53574","5036"
"95126","2156","35988","5991"
"95127","6728","65686","10243"
"95128","2323","37665","6168"
"95129","945","39828","2373"
"95130","465","14863","3129"
"95131","1344","31170","4312"
"95132","1808","41844","4321"
"95133","1944","28726","6767"
"95134","792","27224","2909"
"95135","575","22358","2572"
"95136","2878","47599","6046"
"95138","920","20766","4430"
"95139","308","7293","4223"
"95140","0","115","0"
"95148","3022","48854","6186"
