"zipcode","cases","population","rate"
"94022","1516","19378","7823"
"94024","1750","23961","7304"
"94040","3758","35845","10484"
"94041","1546","14394","10741"
"94043","3123","31488","9918"
"94085","3112","23612","13180"
"94086","5218","49630","10514"
"94087","5098","57219","8910"
"94089","3000","22313","13445"
"94301","1550","17191","9016"
"94304","404","3902","10354"
"94305","1492","15730","9485"
"94306","2248","27549","8160"
"95002","436","2146","20317"
"95008","6293","46513","13530"
"95013","0","77","0"
"95014","4200","62430","6728"
"95020","15061","63852","23587"
"95030","1328","13288","9994"
"95032","2882","26281","10966"
"95035","10330","77562","13318"
"95037","9394","51652","18187"
"95046","1403","6025","23286"
"95050","6088","39452","15431"
"95051","7262","58123","12494"
"95053","149","3678","4051"
"95054","3450","24264","14219"
"95070","2392","31308","7640"
"95110","5198","20203","25729"
"95111","15415","62392","24707"
"95112","11963","61060","19592"
"95113","779","1939","40175"
"95116","13649","56481","24166"
"95117","5573","29592","18833"
"95118","5238","32560","16087"
"95119","1919","10472","18325"
"95120","4020","37774","10642"
"95121","7974","38102","20928"
"95122","15273","57780","26433"
"95123","12345","67186","18374"
"95124","6106","51170","11933"
"95125","8645","53574","16137"
"95126","6537","35988","18164"
"95127","15562","65686","23692"
"95128","6457","37665","17143"
"95129","3699","39828","9287"
"95130","1630","14863","10967"
"95131","4229","31170","13568"
"95132","5712","41844","13651"
"95133","5032","28726","17517"
"95134","3392","27224","12460"
"95135","2046","22358","9151"
"95136","8542","47599","17946"
"95138","2815","20766","13556"
"95139","1071","7293","14685"
"95140","29","115","25217"
"95148","8829","48854","18072"
