"zipcode","cases","population","rate"
"94022","316","19378","1631"
"94024","342","23961","1427"
"94040","1040","35845","2901"
"94041","425","14394","2953"
"94043","717","31488","2277"
"94085","854","23612","3617"
"94086","1362","49630","2744"
"94087","948","57219","1657"
"94089","769","22313","3446"
"94301","340","17191","1978"
"94304","104","3902","2665"
"94305","110","15730","699"
"94306","395","27549","1434"
"95002","140","2146","6524"
"95008","1486","46513","3195"
"95013","0","77","0"
"95014","647","62430","1036"
"95020","5690","63852","8911"
"95030","283","13288","2130"
"95032","567","26281","2157"
"95035","2623","77562","3382"
"95037","2599","51652","5032"
"95046","492","6025","8166"
"95050","1465","39452","3713"
"95051","1507","58123","2593"
"95053","0","3678","0"
"95054","804","24264","3314"
"95070","451","31308","1441"
"95110","1743","20203","8627"
"95111","5423","62392","8692"
"95112","3687","61060","6038"
"95113","191","1939","9850"
"95116","5260","56481","9313"
"95117","1769","29592","5978"
"95118","1242","32560","3814"
"95119","438","10472","4183"
"95120","644","37774","1705"
"95121","2596","38102","6813"
"95122","6308","57780","10917"
"95123","3403","67186","5065"
"95124","1244","51170","2431"
"95125","2163","53574","4037"
"95126","1794","35988","4985"
"95127","5511","65686","8390"
"95128","1927","37665","5116"
"95129","769","39828","1931"
"95130","374","14863","2516"
"95131","1127","31170","3616"
"95132","1487","41844","3554"
"95133","1543","28726","5371"
"95134","639","27224","2347"
"95135","485","22358","2169"
"95136","2426","47599","5097"
"95138","757","20766","3645"
"95139","251","7293","3442"
"95140","0","115","0"
"95148","2449","48854","5013"
