"zipcode","cases","population","rate"
"94022","407","19378","2100"
"94024","463","23961","1932"
"94040","1337","35845","3730"
"94041","579","14394","4023"
"94043","1000","31488","3176"
"94085","1155","23612","4892"
"94086","1867","49630","3762"
"94087","1342","57219","2345"
"94089","1006","22313","4509"
"94301","437","17191","2542"
"94304","117","3902","2998"
"94305","152","15730","966"
"94306","585","27549","2123"
"95002","181","2146","8434"
"95008","1953","46513","4199"
"95013","0","77","0"
"95014","854","62430","1368"
"95020","7256","63852","11364"
"95030","383","13288","2882"
"95032","791","26281","3010"
"95035","3496","77562","4507"
"95037","3458","51652","6695"
"95046","617","6025","10241"
"95050","2045","39452","5184"
"95051","2104","58123","3620"
"95053","68","3678","1849"
"95054","1086","24264","4476"
"95070","619","31308","1977"
"95110","2216","20203","10969"
"95111","6908","62392","11072"
"95112","4767","61060","7807"
"95113","280","1939","14440"
"95116","6727","56481","11910"
"95117","2302","29592","7779"
"95118","1600","32560","4914"
"95119","594","10472","5672"
"95120","877","37774","2322"
"95121","3365","38102","8832"
"95122","8077","57780","13979"
"95123","4546","67186","6766"
"95124","1701","51170","3324"
"95125","2926","53574","5462"
"95126","2302","35988","6397"
"95127","7194","65686","10952"
"95128","2492","37665","6616"
"95129","1017","39828","2553"
"95130","506","14863","3404"
"95131","1477","31170","4739"
"95132","2025","41844","4839"
"95133","2162","28726","7526"
"95134","894","27224","3284"
"95135","628","22358","2809"
"95136","3100","47599","6513"
"95138","998","20766","4806"
"95139","329","7293","4511"
"95140","12","115","10435"
"95148","3278","48854","6710"
