"zipcode","cases","population","rate"
"94022","76","19378","392"
"94024","72","23961","300"
"94040","243","35845","678"
"94041","121","14394","841"
"94043","180","31488","572"
"94085","258","23612","1093"
"94086","304","49630","613"
"94087","200","57219","350"
"94089","155","22313","695"
"94301","95","17191","553"
"94304","29","3902","743"
"94305","22","15730","140"
"94306","114","27549","414"
"95002","33","2146","1538"
"95008","335","46513","720"
"95013","0","77","0"
"95014","110","62430","176"
"95020","1443","63852","2260"
"95030","48","13288","361"
"95032","127","26281","483"
"95035","528","77562","681"
"95037","578","51652","1119"
"95046","110","6025","1826"
"95050","355","39452","900"
"95051","351","58123","604"
"95053","0","3678","0"
"95054","231","24264","952"
"95070","104","31308","332"
"95110","442","20203","2188"
"95111","1352","62392","2167"
"95112","887","61060","1453"
"95113","56","1939","2888"
"95116","1383","56481","2449"
"95117","467","29592","1578"
"95118","268","32560","823"
"95119","58","10472","554"
"95120","175","37774","463"
"95121","445","38102","1168"
"95122","1561","57780","2702"
"95123","715","67186","1064"
"95124","262","51170","512"
"95125","491","53574","916"
"95126","450","35988","1250"
"95127","1355","65686","2063"
"95128","369","37665","980"
"95129","136","39828","341"
"95130","82","14863","552"
"95131","231","31170","741"
"95132","305","41844","729"
"95133","356","28726","1239"
"95134","148","27224","544"
"95135","77","22358","344"
"95136","599","47599","1258"
"95138","165","20766","795"
"95139","56","7293","768"
"95140",,"115","0"
"95148","536","48854","1097"
