"zipcode","cases","population","rate"
"94022","623","19378","3215"
"94024","656","23961","2738"
"94040","1746","35845","4871"
"94041","765","14394","5315"
"94043","1448","31488","4599"
"94085","1512","23612","6404"
"94086","2522","49630","5082"
"94087","2030","57219","3548"
"94089","1392","22313","6239"
"94301","618","17191","3595"
"94304","149","3902","3819"
"94305","317","15730","2015"
"94306","919","27549","3336"
"95002","234","2146","10904"
"95008","2920","46513","6278"
"95013","0","77","0"
"95014","1360","62430","2178"
"95020","9014","63852","14117"
"95030","586","13288","4410"
"95032","1198","26281","4558"
"95035","4667","77562","6017"
"95037","4941","51652","9566"
"95046","800","6025","13278"
"95050","2862","39452","7254"
"95051","3080","58123","5299"
"95053","47","3678","1278"
"95054","1495","24264","6161"
"95070","956","31308","3054"
"95110","2807","20203","13894"
"95111","8636","62392","13842"
"95112","6312","61060","10337"
"95113","397","1939","20474"
"95116","8167","56481","14460"
"95117","2982","29592","10077"
"95118","2392","32560","7346"
"95119","903","10472","8623"
"95120","1539","37774","4074"
"95121","4144","38102","10876"
"95122","9460","57780","16372"
"95123","6246","67186","9297"
"95124","2717","51170","5310"
"95125","4187","53574","7815"
"95126","3192","35988","8870"
"95127","8916","65686","13574"
"95128","3317","37665","8807"
"95129","1465","39828","3678"
"95130","742","14863","4992"
"95131","1933","31170","6201"
"95132","2641","41844","6312"
"95133","2630","28726","9155"
"95134","1318","27224","4841"
"95135","903","22358","4039"
"95136","4271","47599","8973"
"95138","1342","20766","6462"
"95139","481","7293","6595"
"95140","15","115","13043"
"95148","4202","48854","8601"
