"zipcode","cases","population","rate"
"94022","2249","19378","11606"
"94024","2499","23961","10429"
"94040","4988","35845","13915"
"94041","2040","14394","14173"
"94043","4105","31488","13037"
"94085","3894","23612","16492"
"94086","6739","49630","13578"
"94087","7017","57219","12263"
"94089","3760","22313","16851"
"94301","2214","17191","12879"
"94304","611","3902","15659"
"94305","2230","15730","14177"
"94306","3353","27549","12171"
"95002","513","2146","23905"
"95008","7977","46513","17150"
"95013","30","77","38961"
"95014","6321","62430","10125"
"95020","17299","63852","27092"
"95030","1694","13288","12748"
"95032","3829","26281","14569"
"95035","13496","77562","17400"
"95037","10798","51652","20905"
"95046","1609","6025","26705"
"95050","7515","39452","19048"
"95051","9436","58123","16235"
"95053","189","3678","5139"
"95054","4598","24264","18950"
"95070","3457","31308","11042"
"95110","6121","20203","30297"
"95111","18425","62392","29531"
"95112","14296","61060","23413"
"95113","935","1939","48221"
"95116","15698","56481","27793"
"95117","6598","29592","22297"
"95118","6583","32560","20218"
"95119","2406","10472","22976"
"95120","5385","37774","14256"
"95121","9961","38102","26143"
"95122","17728","57780","30682"
"95123","15247","67186","22694"
"95124","7935","51170","15507"
"95125","10697","53574","19967"
"95126","8047","35988","22360"
"95127","18100","65686","27555"
"95128","7981","37665","21189"
"95129","5334","39828","13393"
"95130","2109","14863","14190"
"95131","5554","31170","17818"
"95132","7375","41844","17625"
"95133","6346","28726","22091"
"95134","4557","27224","16739"
"95135","2869","22358","12832"
"95136","10553","47599","22171"
"95138","3694","20766","17789"
"95139","1336","7293","18319"
"95140","36","115","31304"
"95148","11066","48854","22651"
