"zipcode","cases","population","rate"
"94022","868","19378","4479"
"94024","937","23961","3911"
"94040","2180","35845","6082"
"94041","896","14394","6225"
"94043","1767","31488","5612"
"94085","1824","23612","7725"
"94086","2963","49630","5970"
"94087","2681","57219","4686"
"94089","1686","22313","7556"
"94301","836","17191","4863"
"94304","201","3902","5151"
"94305","604","15730","3840"
"94306","1196","27549","4341"
"95002","281","2146","13094"
"95008","3633","46513","7811"
"95013","0","77","0"
"95014","1993","62430","3192"
"95020","10157","63852","15907"
"95030","773","13288","5817"
"95032","1557","26281","5924"
"95035","5802","77562","7480"
"95037","5759","51652","11150"
"95046","895","6025","14855"
"95050","3418","39452","8664"
"95051","3879","58123","6674"
"95053","64","3678","1740"
"95054","1945","24264","8016"
"95070","1334","31308","4261"
"95110","3233","20203","16003"
"95111","9647","62392","15462"
"95112","7349","61060","12036"
"95113","503","1939","25941"
"95116","8971","56481","15883"
"95117","3400","29592","11490"
"95118","2975","32560","9137"
"95119","1168","10472","11154"
"95120","2150","37774","5692"
"95121","4784","38102","12556"
"95122","10312","57780","17847"
"95123","7570","67186","11267"
"95124","3430","51170","6703"
"95125","5274","53574","9844"
"95126","3915","35988","10879"
"95127","10038","65686","15282"
"95128","3933","37665","10442"
"95129","1881","39828","4723"
"95130","899","14863","6049"
"95131","2380","31170","7636"
"95132","3247","41844","7760"
"95133","3113","28726","10837"
"95134","1738","27224","6384"
"95135","1183","22358","5291"
"95136","5186","47599","10895"
"95138","1702","20766","8196"
"95139","598","7293","8200"
"95140","17","115","14783"
"95148","5117","48854","10474"
