"zipcode","cases","population","rate"
"94022","63","19378","325"
"94024","55","23961","230"
"94040","185","35845","516"
"94041","85","14394","591"
"94043","132","31488","419"
"94085","229","23612","970"
"94086","246","49630","496"
"94087","176","57219","308"
"94089","125","22313","560"
"94301","74","17191","430"
"94304","27","3902","692"
"94305","18","15730","114"
"94306","93","27549","338"
"95002","29","2146","1351"
"95008","290","46513","623"
"95013","0","77","0"
"95014","97","62430","155"
"95020","1124","63852","1760"
"95030","44","13288","331"
"95032","108","26281","411"
"95035","443","77562","571"
"95037","484","51652","937"
"95046","78","6025","1295"
"95050","305","39452","773"
"95051","298","58123","513"
"95053","0","3678","0"
"95054","211","24264","870"
"95070","82","31308","262"
"95110","375","20203","1856"
"95111","1131","62392","1813"
"95112","779","61060","1276"
"95113","46","1939","2372"
"95116","1203","56481","2130"
"95117","393","29592","1328"
"95118","230","32560","706"
"95119","53","10472","506"
"95120","151","37774","400"
"95121","361","38102","947"
"95122","1328","57780","2298"
"95123","601","67186","895"
"95124","218","51170","426"
"95125","404","53574","754"
"95126","399","35988","1109"
"95127","1130","65686","1720"
"95128","328","37665","871"
"95129","111","39828","279"
"95130","70","14863","471"
"95131","186","31170","597"
"95132","233","41844","557"
"95133","293","28726","1020"
"95134","137","27224","503"
"95135","60","22358","268"
"95136","505","47599","1061"
"95138","144","20766","693"
"95139","46","7293","631"
"95140","0","115","0"
"95148","488","48854","999"
