"zipcode","cases","population","rate"
"94022","380","19378","1961"
"94024","424","23961","1770"
"94040","1244","35845","3470"
"94041","548","14394","3807"
"94043","917","31488","2912"
"94085","1098","23612","4650"
"94086","1724","49630","3474"
"94087","1221","57219","2134"
"94089","949","22313","4253"
"94301","413","17191","2402"
"94304","114","3902","2922"
"94305","139","15730","884"
"94306","550","27549","1996"
"95002","176","2146","8201"
"95008","1821","46513","3915"
"95013","0","77","0"
"95014","785","62430","1257"
"95020","6907","63852","10817"
"95030","346","13288","2604"
"95032","715","26281","2721"
"95035","3253","77562","4194"
"95037","3211","51652","6217"
"95046","584","6025","9693"
"95050","1888","39452","4786"
"95051","1899","58123","3267"
"95053","0","3678","0"
"95054","995","24264","4101"
"95070","562","31308","1795"
"95110","2086","20203","10325"
"95111","6488","62392","10399"
"95112","4432","61060","7258"
"95113","247","1939","12739"
"95116","6387","56481","11308"
"95117","2179","29592","7363"
"95118","1508","32560","4631"
"95119","542","10472","5176"
"95120","807","37774","2136"
"95121","3145","38102","8254"
"95122","7664","57780","13264"
"95123","4222","67186","6284"
"95124","1583","51170","3094"
"95125","2736","53574","5107"
"95126","2177","35988","6049"
"95127","6813","65686","10372"
"95128","2347","37665","6231"
"95129","950","39828","2385"
"95130","466","14863","3135"
"95131","1356","31170","4350"
"95132","1837","41844","4390"
"95133","1975","28726","6875"
"95134","795","27224","2920"
"95135","581","22358","2599"
"95136","2908","47599","6109"
"95138","925","20766","4454"
"95139","310","7293","4251"
"95140","11","115","9565"
"95148","3069","48854","6282"
