"zipcode","cases","population","rate"
"94022","143","19378","738"
"94024","117","23961","488"
"94040","436","35845","1216"
"94041","175","14394","1216"
"94043","295","31488","937"
"94085","371","23612","1571"
"94086","531","49630","1070"
"94087","308","57219","538"
"94089","272","22313","1219"
"94301","146","17191","849"
"94304","33","3902","846"
"94305","44","15730","280"
"94306","173","27549","628"
"95002","59","2146","2749"
"95008","584","46513","1256"
"95013","0","77","0"
"95014","226","62430","362"
"95020","2354","63852","3687"
"95030","100","13288","753"
"95032","227","26281","864"
"95035","897","77562","1156"
"95037","977","51652","1892"
"95046","170","6025","2822"
"95050","635","39452","1610"
"95051","589","58123","1013"
"95053","0","3678","0"
"95054","327","24264","1348"
"95070","196","31308","626"
"95110","786","20203","3891"
"95111","2170","62392","3478"
"95112","1474","61060","2414"
"95113","75","1939","3868"
"95116","2187","56481","3872"
"95117","728","29592","2460"
"95118","460","32560","1413"
"95119","116","10472","1108"
"95120","288","37774","762"
"95121","791","38102","2076"
"95122","2515","57780","4353"
"95123","1213","67186","1805"
"95124","449","51170","877"
"95125","866","53574","1616"
"95126","775","35988","2153"
"95127","2214","65686","3371"
"95128","610","37665","1620"
"95129","254","39828","638"
"95130","125","14863","841"
"95131","379","31170","1216"
"95132","530","41844","1267"
"95133","588","28726","2047"
"95134","274","27224","1006"
"95135","146","22358","653"
"95136","972","47599","2042"
"95138","296","20766","1425"
"95139","103","7293","1412"
"95140","0","115","0"
"95148","849","48854","1738"
