"zipcode","cases","population","rate"
"94022","147","19378","759"
"94024","122","23961","509"
"94040","453","35845","1264"
"94041","177","14394","1230"
"94043","306","31488","972"
"94085","377","23612","1597"
"94086","543","49630","1094"
"94087","313","57219","547"
"94089","277","22313","1241"
"94301","146","17191","849"
"94304","33","3902","846"
"94305","44","15730","280"
"94306","178","27549","646"
"95002","60","2146","2796"
"95008","599","46513","1288"
"95013","0","77","0"
"95014","230","62430","368"
"95020","2392","63852","3746"
"95030","101","13288","760"
"95032","234","26281","890"
"95035","912","77562","1176"
"95037","1010","51652","1955"
"95046","176","6025","2921"
"95050","652","39452","1653"
"95051","601","58123","1034"
"95053","0","3678","0"
"95054","332","24264","1368"
"95070","198","31308","632"
"95110","794","20203","3930"
"95111","2226","62392","3568"
"95112","1506","61060","2466"
"95113","81","1939","4177"
"95116","2242","56481","3969"
"95117","743","29592","2511"
"95118","474","32560","1456"
"95119","121","10472","1155"
"95120","290","37774","768"
"95121","813","38102","2134"
"95122","2566","57780","4441"
"95123","1251","67186","1862"
"95124","455","51170","889"
"95125","883","53574","1648"
"95126","801","35988","2226"
"95127","2260","65686","3441"
"95128","628","37665","1667"
"95129","263","39828","660"
"95130","130","14863","875"
"95131","391","31170","1254"
"95132","541","41844","1293"
"95133","598","28726","2082"
"95134","275","27224","1010"
"95135","148","22358","662"
"95136","989","47599","2078"
"95138","307","20766","1478"
"95139","105","7293","1440"
"95140","0","115","0"
"95148","873","48854","1787"
