"zipcode","cases","population","rate"
"94022","193","19378","996"
"94024","217","23961","906"
"94040","704","35845","1964"
"94041","254","14394","1765"
"94043","427","31488","1356"
"94085","508","23612","2151"
"94086","765","49630","1541"
"94087","499","57219","872"
"94089","463","22313","2075"
"94301","209","17191","1216"
"94304","64","3902","1640"
"94305","49","15730","312"
"94306","256","27549","929"
"95002","101","2146","4706"
"95008","938","46513","2017"
"95013","0","77","0"
"95014","336","62430","538"
"95020","3646","63852","5710"
"95030","197","13288","1483"
"95032","338","26281","1286"
"95035","1490","77562","1921"
"95037","1571","51652","3042"
"95046","293","6025","4863"
"95050","927","39452","2350"
"95051","875","58123","1505"
"95053","0","3678","0"
"95054","491","24264","2024"
"95070","262","31308","837"
"95110","1144","20203","5663"
"95111","3455","62392","5538"
"95112","2264","61060","3708"
"95113","114","1939","5879"
"95116","3257","56481","5767"
"95117","1019","29592","3443"
"95118","717","32560","2202"
"95119","238","10472","2273"
"95120","387","37774","1025"
"95121","1482","38102","3890"
"95122","3963","57780","6859"
"95123","1962","67186","2920"
"95124","684","51170","1337"
"95125","1291","53574","2410"
"95126","1150","35988","3196"
"95127","3449","65686","5251"
"95128","1079","37665","2865"
"95129","486","39828","1220"
"95130","201","14863","1352"
"95131","664","31170","2130"
"95132","898","41844","2146"
"95133","931","28726","3241"
"95134","411","27224","1510"
"95135","257","22358","1149"
"95136","1492","47599","3135"
"95138","478","20766","2302"
"95139","153","7293","2098"
"95140","0","115","0"
"95148","1443","48854","2954"
