"zipcode","cases","population","rate"
"94022","2258","19378","11652"
"94024","2523","23961","10530"
"94040","4912","35845","13703"
"94041","1995","14394","13860"
"94043","4047","31488","12853"
"94085","3831","23612","16225"
"94086","6639","49630","13377"
"94087","6910","57219","12076"
"94089","3693","22313","16551"
"94301","2167","17191","12605"
"94304","601","3902","15402"
"94305","2273","15730","14450"
"94306","3287","27549","11931"
"95002","501","2146","23346"
"95008","7876","46513","16933"
"95013","30","77","38961"
"95014","6199","62430","9930"
"95020","17117","63852","26807"
"95030","1691","13288","12726"
"95032","3756","26281","14292"
"95035","13265","77562","17102"
"95037","11104","51652","21498"
"95046","1630","6025","27054"
"95050","7422","39452","18813"
"95051","9264","58123","15939"
"95053","188","3678","5111"
"95054","4514","24264","18604"
"95070","3527","31308","11265"
"95110","6072","20203","30055"
"95111","18169","62392","29121"
"95112","14109","61060","23107"
"95113","915","1939","47189"
"95116","15514","56481","27468"
"95117","6534","29592","22080"
"95118","6517","32560","20015"
"95119","2370","10472","22632"
"95120","5284","37774","13988"
"95121","9829","38102","25797"
"95122","17494","57780","30277"
"95123","15056","67186","22409"
"95124","7817","51170","15277"
"95125","10541","53574","19676"
"95126","7951","35988","22093"
"95127","17898","65686","27248"
"95128","7863","37665","20876"
"95129","5244","39828","13167"
"95130","2084","14863","14021"
"95131","5468","31170","17543"
"95132","7274","41844","17384"
"95133","6252","28726","21764"
"95134","4483","27224","16467"
"95135","2813","22358","12582"
"95136","10405","47599","21860"
"95138","3622","20766","17442"
"95139","1317","7293","18058"
"95140","36","115","31304"
"95148","10905","48854","22322"
