"zipcode","cases","population","rate"
"94022","607","19378","3132"
"94024","636","23961","2654"
"94040","1682","35845","4692"
"94041","746","14394","5183"
"94043","1401","31488","4449"
"94085","1471","23612","6230"
"94086","2467","49630","4971"
"94087","1931","57219","3375"
"94089","1346","22313","6032"
"94301","596","17191","3467"
"94304","149","3902","3819"
"94305","284","15730","1805"
"94306","881","27549","3198"
"95002","232","2146","10811"
"95008","2821","46513","6065"
"95013","0","77","0"
"95014","1302","62430","2086"
"95020","8779","63852","13749"
"95030","567","13288","4267"
"95032","1155","26281","4395"
"95035","4563","77562","5883"
"95037","4764","51652","9223"
"95046","782","6025","12979"
"95050","2765","39452","7009"
"95051","2981","58123","5129"
"95053","45","3678","1223"
"95054","1437","24264","5922"
"95070","921","31308","2942"
"95110","2742","20203","13572"
"95111","8448","62392","13540"
"95112","6179","61060","10120"
"95113","388","1939","20010"
"95116","8005","56481","14173"
"95117","2904","29592","9813"
"95118","2319","32560","7122"
"95119","865","10472","8260"
"95120","1462","37774","3870"
"95121","4089","38102","10732"
"95122","9322","57780","16134"
"95123","6067","67186","9030"
"95124","2606","51170","5093"
"95125","4054","53574","7567"
"95126","3104","35988","8625"
"95127","8733","65686","13295"
"95128","3261","37665","8658"
"95129","1403","39828","3523"
"95130","728","14863","4898"
"95131","1871","31170","6003"
"95132","2589","41844","6187"
"95133","2588","28726","9009"
"95134","1276","27224","4687"
"95135","863","22358","3860"
"95136","4141","47599","8700"
"95138","1292","20766","6222"
"95139","471","7293","6458"
"95140","15","115","13043"
"95148","4124","48854","8441"
