"zipcode","cases","population","rate"
"94022","326","19378","1682"
"94024","357","23961","1490"
"94040","1067","35845","2977"
"94041","443","14394","3078"
"94043","750","31488","2382"
"94085","887","23612","3757"
"94086","1418","49630","2857"
"94087","987","57219","1725"
"94089","807","22313","3617"
"94301","350","17191","2036"
"94304","107","3902","2742"
"94305","113","15730","718"
"94306","414","27549","1503"
"95002","149","2146","6943"
"95008","1546","46513","3324"
"95013","0","77","0"
"95014","664","62430","1064"
"95020","5854","63852","9168"
"95030","291","13288","2190"
"95032","586","26281","2230"
"95035","2723","77562","3511"
"95037","2692","51652","5212"
"95046","511","6025","8481"
"95050","1526","39452","3868"
"95051","1572","58123","2705"
"95053","0","3678","0"
"95054","842","24264","3470"
"95070","467","31308","1492"
"95110","1782","20203","8820"
"95111","5557","62392","8907"
"95112","3796","61060","6217"
"95113","192","1939","9902"
"95116","5411","56481","9580"
"95117","1825","29592","6167"
"95118","1285","32560","3947"
"95119","449","10472","4288"
"95120","671","37774","1776"
"95121","2686","38102","7049"
"95122","6505","57780","11258"
"95123","3553","67186","5288"
"95124","1314","51170","2568"
"95125","2246","53574","4192"
"95126","1847","35988","5132"
"95127","5744","65686","8745"
"95128","2001","37665","5313"
"95129","804","39828","2019"
"95130","394","14863","2651"
"95131","1153","31170","3699"
"95132","1549","41844","3702"
"95133","1601","28726","5573"
"95134","665","27224","2443"
"95135","507","22358","2268"
"95136","2492","47599","5235"
"95138","784","20766","3775"
"95139","271","7293","3716"
"95140","0","115","0"
"95148","2537","48854","5193"
