"zipcode","cases","population","rate"
"94022","2106","19378","10868"
"94024","2372","23961","9899"
"94040","4642","35845","12950"
"94041","1897","14394","13179"
"94043","3828","31488","12157"
"94085","3633","23612","15386"
"94086","6269","49630","12631"
"94087","6527","57219","11407"
"94089","3470","22313","15551"
"94301","2035","17191","11838"
"94304","565","3902","14480"
"94305","2140","15730","13605"
"94306","3045","27549","11053"
"95002","480","2146","22367"
"95008","7449","46513","16015"
"95013","0","77","0"
"95014","5751","62430","9212"
"95020","16367","63852","25633"
"95030","1617","13288","12169"
"95032","3547","26281","13496"
"95035","12486","77562","16098"
"95037","10601","51652","20524"
"95046","1536","6025","25494"
"95050","7045","39452","17857"
"95051","8758","58123","15068"
"95053","185","3678","5030"
"95054","4217","24264","17380"
"95070","3283","31308","10486"
"95110","5745","20203","28436"
"95111","17188","62392","27548"
"95112","13387","61060","21924"
"95113","881","1939","45436"
"95116","14832","56481","26260"
"95117","6243","29592","21097"
"95118","6174","32560","18962"
"95119","2237","10472","21362"
"95120","4992","37774","13215"
"95121","9246","38102","24266"
"95122","16650","57780","28816"
"95123","14194","67186","21126"
"95124","7396","51170","14454"
"95125","9972","53574","18614"
"95126","7547","35988","20971"
"95127","17057","65686","25967"
"95128","7453","37665","19788"
"95129","4783","39828","12009"
"95130","1952","14863","13133"
"95131","5119","31170","16423"
"95132","6876","41844","16432"
"95133","5884","28726","20483"
"95134","4221","27224","15505"
"95135","2644","22358","11826"
"95136","9831","47599","20654"
"95138","3389","20766","16320"
"95139","1247","7293","17099"
"95140","33","115","28696"
"95148","10304","48854","21091"
