"zipcode","cases","population","rate"
"94022","370","19378","1909"
"94024","411","23961","1715"
"94040","1227","35845","3423"
"94041","527","14394","3661"
"94043","896","31488","2846"
"94085","1079","23612","4570"
"94086","1682","49630","3389"
"94087","1194","57219","2087"
"94089","926","22313","4150"
"94301","409","17191","2379"
"94304","113","3902","2896"
"94305","137","15730","871"
"94306","541","27549","1964"
"95002","172","2146","8015"
"95008","1803","46513","3876"
"95013","0","77","0"
"95014","777","62430","1245"
"95020","6786","63852","10628"
"95030","338","13288","2544"
"95032","696","26281","2648"
"95035","3181","77562","4101"
"95037","3136","51652","6071"
"95046","573","6025","9510"
"95050","1842","39452","4669"
"95051","1851","58123","3185"
"95053","0","3678","0"
"95054","987","24264","4068"
"95070","545","31308","1741"
"95110","2064","20203","10216"
"95111","6374","62392","10216"
"95112","4373","61060","7162"
"95113","240","1939","12378"
"95116","6280","56481","11119"
"95117","2142","29592","7238"
"95118","1485","32560","4561"
"95119","532","10472","5080"
"95120","795","37774","2105"
"95121","3092","38102","8115"
"95122","7568","57780","13098"
"95123","4154","67186","6183"
"95124","1541","51170","3012"
"95125","2687","53574","5015"
"95126","2145","35988","5960"
"95127","6682","65686","10173"
"95128","2311","37665","6136"
"95129","936","39828","2350"
"95130","460","14863","3095"
"95131","1333","31170","4277"
"95132","1793","41844","4285"
"95133","1920","28726","6684"
"95134","786","27224","2887"
"95135","570","22358","2549"
"95136","2867","47599","6023"
"95138","911","20766","4387"
"95139","307","7293","4210"
"95140","0","115","0"
"95148","3003","48854","6147"
