"zipcode","cases","population","rate"
"94022","1658","19378","8556"
"94024","1914","23961","7988"
"94040","3939","35845","10989"
"94041","1623","14394","11276"
"94043","3269","31488","10382"
"94085","3201","23612","13557"
"94086","5433","49630","10947"
"94087","5429","57219","9488"
"94089","3089","22313","13844"
"94301","1679","17191","9767"
"94304","439","3902","11251"
"94305","1717","15730","10915"
"94306","2480","27549","9002"
"95002","442","2146","20596"
"95008","6553","46513","14089"
"95013","0","77","0"
"95014","4568","62430","7317"
"95020","15316","63852","23987"
"95030","1408","13288","10596"
"95032","3054","26281","11621"
"95035","10763","77562","13877"
"95037","9650","51652","18683"
"95046","1427","6025","23685"
"95050","6302","39452","15974"
"95051","7596","58123","13069"
"95053","157","3678","4269"
"95054","3630","24264","14960"
"95070","2575","31308","8225"
"95110","5304","20203","26254"
"95111","15775","62392","25284"
"95112","12251","61060","20064"
"95113","803","1939","41413"
"95116","13842","56481","24507"
"95117","5690","29592","19228"
"95118","5447","32560","16729"
"95119","1979","10472","18898"
"95120","4286","37774","11346"
"95121","8202","38102","21526"
"95122","15434","57780","26712"
"95123","12672","67186","18861"
"95124","6420","51170","12546"
"95125","8947","53574","16700"
"95126","6770","35988","18812"
"95127","15877","65686","24171"
"95128","6659","37665","17680"
"95129","3911","39828","9820"
"95130","1687","14863","11350"
"95131","4413","31170","14158"
"95132","5937","41844","14188"
"95133","5191","28726","18071"
"95134","3556","27224","13062"
"95135","2168","22358","9697"
"95136","8799","47599","18486"
"95138","2945","20766","14182"
"95139","1109","7293","15206"
"95140","31","115","26957"
"95148","9085","48854","18596"
