"zipcode","cases","population","rate"
"94022","142","19378","733"
"94024","115","23961","480"
"94040","421","35845","1175"
"94041","174","14394","1209"
"94043","292","31488","927"
"94085","367","23612","1554"
"94086","519","49630","1046"
"94087","304","57219","531"
"94089","269","22313","1206"
"94301","145","17191","843"
"94304","33","3902","846"
"94305","43","15730","273"
"94306","166","27549","603"
"95002","58","2146","2703"
"95008","575","46513","1236"
"95013","0","77","0"
"95014","220","62430","352"
"95020","2329","63852","3647"
"95030","98","13288","738"
"95032","224","26281","852"
"95035","878","77562","1132"
"95037","962","51652","1862"
"95046","163","6025","2705"
"95050","625","39452","1584"
"95051","579","58123","996"
"95053","0","3678","0"
"95054","325","24264","1339"
"95070","195","31308","623"
"95110","774","20203","3831"
"95111","2145","62392","3438"
"95112","1446","61060","2368"
"95113","74","1939","3816"
"95116","2163","56481","3830"
"95117","720","29592","2433"
"95118","459","32560","1410"
"95119","116","10472","1108"
"95120","284","37774","752"
"95121","774","38102","2031"
"95122","2476","57780","4285"
"95123","1186","67186","1765"
"95124","438","51170","856"
"95125","857","53574","1600"
"95126","766","35988","2128"
"95127","2190","65686","3334"
"95128","593","37665","1574"
"95129","243","39828","610"
"95130","125","14863","841"
"95131","377","31170","1209"
"95132","525","41844","1255"
"95133","581","28726","2023"
"95134","267","27224","981"
"95135","136","22358","608"
"95136","951","47599","1998"
"95138","292","20766","1406"
"95139","99","7293","1357"
"95140","0","115","0"
"95148","826","48854","1691"
