"zipcode","cases","population","rate"
"94022","362","19378","1868"
"94024","409","23961","1707"
"94040","1216","35845","3392"
"94041","512","14394","3557"
"94043","891","31488","2830"
"94085","1054","23612","4464"
"94086","1668","49630","3361"
"94087","1183","57219","2067"
"94089","914","22313","4096"
"94301","406","17191","2362"
"94304","114","3902","2922"
"94305","137","15730","871"
"94306","536","27549","1946"
"95002","170","2146","7922"
"95008","1793","46513","3855"
"95013","0","77","0"
"95014","761","62430","1219"
"95020","6716","63852","10518"
"95030","333","13288","2506"
"95032","689","26281","2622"
"95035","3145","77562","4055"
"95037","3099","51652","6000"
"95046","572","6025","9494"
"95050","1818","39452","4608"
"95051","1826","58123","3142"
"95053","0","3678","0"
"95054","983","24264","4051"
"95070","541","31308","1728"
"95110","2053","20203","10162"
"95111","6336","62392","10155"
"95112","4337","61060","7103"
"95113","239","1939","12326"
"95116","6226","56481","11023"
"95117","2117","29592","7154"
"95118","1471","32560","4518"
"95119","528","10472","5042"
"95120","786","37774","2081"
"95121","3077","38102","8076"
"95122","7502","57780","12984"
"95123","4109","67186","6116"
"95124","1512","51170","2955"
"95125","2655","53574","4956"
"95126","2122","35988","5896"
"95127","6625","65686","10086"
"95128","2291","37665","6083"
"95129","927","39828","2328"
"95130","452","14863","3041"
"95131","1329","31170","4264"
"95132","1779","41844","4252"
"95133","1901","28726","6618"
"95134","773","27224","2839"
"95135","569","22358","2545"
"95136","2846","47599","5979"
"95138","900","20766","4334"
"95139","305","7293","4182"
"95140","0","115","0"
"95148","2973","48854","6085"
