"zipcode","cases","population","rate"
"94022","201","19378","1037"
"94024","231","23961","964"
"94040","751","35845","2095"
"94041","269","14394","1869"
"94043","455","31488","1445"
"94085","540","23612","2287"
"94086","849","49630","1711"
"94087","584","57219","1021"
"94089","510","22313","2286"
"94301","236","17191","1373"
"94304","70","3902","1794"
"94305","49","15730","312"
"94306","278","27549","1009"
"95002","106","2146","4939"
"95008","1008","46513","2167"
"95013","0","77","0"
"95014","367","62430","588"
"95020","3980","63852","6233"
"95030","222","13288","1671"
"95032","355","26281","1351"
"95035","1616","77562","2083"
"95037","1734","51652","3357"
"95046","311","6025","5162"
"95050","1010","39452","2560"
"95051","953","58123","1640"
"95053","0","3678","0"
"95054","520","24264","2143"
"95070","301","31308","961"
"95110","1228","20203","6078"
"95111","3738","62392","5991"
"95112","2468","61060","4042"
"95113","119","1939","6137"
"95116","3552","56481","6289"
"95117","1116","29592","3771"
"95118","773","32560","2374"
"95119","268","10472","2559"
"95120","421","37774","1115"
"95121","1648","38102","4325"
"95122","4326","57780","7487"
"95123","2147","67186","3196"
"95124","761","51170","1487"
"95125","1428","53574","2665"
"95126","1247","35988","3465"
"95127","3771","65686","5741"
"95128","1222","37665","3244"
"95129","527","39828","1323"
"95130","234","14863","1574"
"95131","724","31170","2323"
"95132","978","41844","2337"
"95133","1009","28726","3512"
"95134","444","27224","1631"
"95135","293","22358","1310"
"95136","1612","47599","3387"
"95138","500","20766","2408"
"95139","164","7293","2249"
"95140","0","115","0"
"95148","1580","48854","3234"
